entitlement_id,account_id,contract_id,line_item_id,sku,quantity_licensed,start_date,end_date
ENT-0801052,ACC-10050,CON-070192,LI-0501750,SUP-BRO-CORE,4,2023-03-07,2025-03-07
ENT-0801053,ACC-10050,CON-070192,LI-0501751,SW-ZTN-140,930,2023-03-07,2025-03-07
ENT-0801054,ACC-10050,CON-070192,LI-0501753,SW-SEC-110,170,2023-03-07,2025-03-07
ENT-0801055,ACC-10050,CON-070192,LI-0501754,SW-SDC-120,1455,2023-03-07,2025-03-07
ENT-0801056,ACC-10050,CON-070192,LI-0501757,SUP-GOL-EDGE,4,2023-03-07,2025-03-07
ENT-0801057,ACC-10050,CON-070193,LI-0501759,SUP-SIL-CORE,2,2025-11-27,2027-11-27
ENT-0801058,ACC-10050,CON-070193,LI-0501760,SUP-BRO-EDGE,9,2025-11-27,2027-11-27
ENT-0801059,ACC-10050,CON-070193,LI-0501764,SW-SDC-110,1076,2025-11-27,2027-11-27
ENT-0801060,ACC-10050,CON-070194,LI-0501768,SUP-PLA-DC,22,2022-11-24,2025-11-24
ENT-0801061,ACC-10050,CON-070194,LI-0501769,SW-SEC-140,811,2022-11-24,2025-11-24
ENT-0801062,ACC-10050,CON-070194,LI-0501770,SW-ZTN-120,361,2022-11-24,2025-11-24
ENT-0801063,ACC-10050,CON-070194,LI-0501771,SUP-BRO-EDGE,22,2022-11-24,2025-11-24
ENT-0801064,ACC-10050,CON-070194,LI-0501773,SUP-SIL-CORE,7,2022-11-24,2025-11-24
ENT-0801065,ACC-10050,CON-070194,LI-0501774,SW-NOC-120,1688,2022-11-24,2025-11-24
ENT-0801066,ACC-10050,CON-070194,LI-0501777,SW-OBS-140,883,2022-11-24,2025-11-24
ENT-0801067,ACC-10051,CON-070195,LI-0501778,SUP-SIL-DC,1,2025-06-06,2026-06-06
ENT-0801068,ACC-10051,CON-070195,LI-0501779,SW-NOC-110,196,2025-06-06,2026-06-06
ENT-0801069,ACC-10051,CON-070195,LI-0501781,SUP-BRO-EDGE,4,2025-06-06,2026-06-06
ENT-0801070,ACC-10051,CON-070195,LI-0501782,SW-ZTN-130,67,2025-06-06,2026-06-06
ENT-0801071,ACC-10051,CON-070195,LI-0501784,SW-ZTN-140,296,2025-06-06,2026-06-06
ENT-0801072,ACC-10051,CON-070195,LI-0501785,SUP-GOL-CORE,2,2025-06-06,2026-06-06
ENT-0801073,ACC-10052,CON-070196,LI-0501787,SW-NOC-130,201,2023-04-20,2024-04-20
ENT-0801074,ACC-10052,CON-070196,LI-0501788,SW-SEC-120,77,2023-04-20,2024-04-20
ENT-0801075,ACC-10052,CON-070196,LI-0501789,SUP-GOL-CORE,1,2023-04-20,2024-04-20
ENT-0801076,ACC-10052,CON-070196,LI-0501791,SUP-BRO-DC,2,2023-04-20,2024-04-20
ENT-0801077,ACC-10052,CON-070196,LI-0501792,SW-SEC-130,36,2023-04-20,2024-04-20
ENT-0801078,ACC-10052,CON-070196,LI-0501795,SUP-BRO-DC,1,2023-04-20,2024-04-20
ENT-0801079,ACC-10052,CON-070197,LI-0501796,SW-NOC-120,60,2022-08-14,2025-08-14
ENT-0801080,ACC-10052,CON-070197,LI-0501798,SW-ZTN-140,14,2022-08-14,2025-08-14
ENT-0801081,ACC-10052,CON-070197,LI-0501799,SW-NOC-110,50,2022-08-14,2025-08-14
ENT-0801082,ACC-10052,CON-070197,LI-0501800,SW-OBS-130,282,2022-08-14,2025-08-14
ENT-0801083,ACC-10052,CON-070197,LI-0501801,SW-SEC-110,194,2022-08-14,2025-08-14
ENT-0801084,ACC-10052,CON-070197,LI-0501802,SW-SDC-130,72,2022-08-14,2025-08-14
ENT-0801085,ACC-10052,CON-070197,LI-0501803,SUP-GOL-CORE,1,2022-08-14,2025-08-14
ENT-0801086,ACC-10052,CON-070197,LI-0501805,SUP-GOL-DC,1,2022-11-27,2025-08-14
ENT-0801087,ACC-10052,CON-070197,LI-0501806,SW-NOC-140,219,2022-08-14,2025-08-14
ENT-0801088,ACC-10053,CON-070198,LI-0501810,SW-SEC-120,88,2022-08-19,2025-08-19
ENT-0801089,ACC-10053,CON-070198,LI-0501812,SUP-PLA-EDGE,3,2022-08-19,2025-08-19
ENT-0801090,ACC-10053,CON-070198,LI-0501814,SW-SEC-120,297,2022-08-19,2025-08-19
ENT-0801091,ACC-10053,CON-070198,LI-0501818,SUP-BRO-CORE,3,2022-08-19,2025-08-19
ENT-0801092,ACC-10053,CON-070198,LI-0501820,SUP-PLA-DC,1,2022-08-19,2025-08-19
ENT-0801093,ACC-10053,CON-070199,LI-0501821,SW-SEC-110,272,2022-10-28,2023-10-28
ENT-0801094,ACC-10053,CON-070199,LI-0501823,SUP-BRO-CORE,6,2022-10-28,2023-10-28
ENT-0801095,ACC-10053,CON-070199,LI-0501824,SW-OBS-110,111,2022-10-28,2023-10-28
ENT-0801096,ACC-10053,CON-070199,LI-0501825,SW-SEC-110,135,2022-10-28,2023-10-28
ENT-0801097,ACC-10053,CON-070199,LI-0501826,SUP-SIL-DC,3,2022-10-28,2023-10-28
ENT-0801098,ACC-10053,CON-070199,LI-0501827,SW-SDC-140,472,2022-10-28,2023-10-28
ENT-0801099,ACC-10053,CON-070199,LI-0501828,SW-ZTN-140,434,2022-10-28,2023-10-28
ENT-0801100,ACC-10053,CON-070199,LI-0501829,SUP-PLA-CORE,2,2022-10-28,2023-10-28
ENT-0801101,ACC-10054,CON-070200,LI-0501831,SUP-GOL-EDGE,9,2025-01-03,2028-01-03
ENT-0801102,ACC-10054,CON-070200,LI-0501832,SW-SEC-140,813,2025-01-03,2028-01-03
ENT-0801103,ACC-10054,CON-070200,LI-0501833,SW-OBS-140,29,2025-01-03,2028-01-03
ENT-0801104,ACC-10054,CON-070200,LI-0501834,SW-NOC-110,433,2025-01-03,2028-01-03
ENT-0801105,ACC-10054,CON-070200,LI-0501835,SW-SEC-110,149,2026-02-24,2028-01-03
ENT-0801106,ACC-10054,CON-070201,LI-0501838,SW-SEC-140,89,2022-10-23,2023-10-23
ENT-0801107,ACC-10054,CON-070201,LI-0501841,SUP-SIL-DC,1,2022-10-23,2023-10-23
ENT-0801108,ACC-10054,CON-070201,LI-0501843,SW-ZTN-140,203,2023-03-25,2023-10-23
ENT-0801109,ACC-10054,CON-070201,LI-0501844,SUP-BRO-DC,2,2022-10-23,2023-10-23
ENT-0801110,ACC-10054,CON-070201,LI-0501845,SW-NOC-110,664,2022-10-23,2023-10-23
ENT-0801111,ACC-10054,CON-070201,LI-0501847,SW-SDC-140,859,2022-10-23,2023-10-23
ENT-0801112,ACC-10054,CON-070201,LI-0501848,SUP-GOL-DC,5,2022-10-23,2023-10-23
ENT-0801113,ACC-10054,CON-070202,LI-0501850,SUP-PLA-CORE,1,2025-08-13,2028-08-13
ENT-0801114,ACC-10054,CON-070202,LI-0501851,SUP-BRO-DC,9,2025-08-13,2028-08-13
ENT-0801115,ACC-10054,CON-070203,LI-0501853,SW-ZTN-110,369,2023-06-13,2026-06-13
ENT-0801116,ACC-10054,CON-070203,LI-0501854,SUP-GOL-EDGE,3,2023-06-13,2026-06-13
ENT-0801117,ACC-10054,CON-070203,LI-0501856,SW-SEC-110,858,2023-06-13,2026-06-13
ENT-0801118,ACC-10054,CON-070203,LI-0501858,SW-SEC-120,862,2023-06-13,2026-06-13
ENT-0801119,ACC-10054,CON-070203,LI-0501860,SW-SDC-130,561,2023-06-13,2026-06-13
ENT-0801120,ACC-10054,CON-070203,LI-0501861,SW-SDC-110,452,2023-06-13,2026-06-13
ENT-0801121,ACC-10054,CON-070203,LI-0501862,SW-OBS-140,751,2023-06-13,2026-06-13
ENT-0801122,ACC-10054,CON-070203,LI-0501863,SUP-SIL-CORE,2,2023-06-13,2026-06-13
ENT-0801123,ACC-10055,CON-070204,LI-0501866,SUP-SIL-EDGE,7,2022-01-23,2024-01-23
ENT-0801124,ACC-10055,CON-070204,LI-0501867,SUP-BRO-EDGE,3,2022-01-23,2024-01-23
ENT-0801125,ACC-10055,CON-070204,LI-0501869,SW-NOC-120,64,2022-01-23,2024-01-23
ENT-0801126,ACC-10055,CON-070204,LI-0501871,SW-OBS-120,375,2022-01-23,2024-01-23
ENT-0801127,ACC-10055,CON-070204,LI-0501872,SW-OBS-130,690,2022-01-23,2024-01-23
ENT-0801128,ACC-10055,CON-070205,LI-0501875,SW-SDC-110,446,2024-10-28,2027-10-28
ENT-0801129,ACC-10055,CON-070205,LI-0501877,SW-SDC-130,91,2024-10-28,2027-10-28
ENT-0801130,ACC-10055,CON-070205,LI-0501878,SUP-BRO-CORE,3,2024-10-28,2027-10-28
ENT-0801131,ACC-10056,CON-070206,LI-0501880,SW-SEC-110,556,2024-10-24,2027-10-24
ENT-0801132,ACC-10056,CON-070206,LI-0501881,SUP-PLA-EDGE,10,2026-12-22,2027-10-24
ENT-0801133,ACC-10056,CON-070206,LI-0501883,SW-ZTN-140,965,2024-10-24,2027-10-24
ENT-0801134,ACC-10056,CON-070206,LI-0501884,SW-SEC-110,904,2024-10-24,2027-10-24
ENT-0801135,ACC-10056,CON-070206,LI-0501885,SW-SDC-140,185,2024-10-24,2027-10-24
ENT-0801136,ACC-10056,CON-070206,LI-0501886,SUP-BRO-DC,7,2024-10-24,2027-10-24
ENT-0801137,ACC-10056,CON-070206,LI-0501887,SW-NOC-130,799,2024-10-24,2027-10-24
ENT-0801138,ACC-10056,CON-070206,LI-0501888,SW-OBS-130,295,2024-10-24,2027-10-24
ENT-0801139,ACC-10056,CON-070207,LI-0501894,SUP-SIL-DC,7,2024-08-01,2029-08-01
ENT-0801140,ACC-10056,CON-070207,LI-0501896,SW-OBS-140,820,2024-08-01,2029-08-01
ENT-0801141,ACC-10056,CON-070207,LI-0501897,SUP-SIL-DC,8,2024-08-01,2029-08-01
ENT-0801142,ACC-10056,CON-070207,LI-0501898,SW-SDC-120,811,2024-08-01,2029-08-01
ENT-0801143,ACC-10057,CON-070208,LI-0501899,SW-NOC-110,122,2023-05-17,2026-05-17
ENT-0801144,ACC-10057,CON-070208,LI-0501900,SUP-SIL-CORE,4,2023-05-17,2026-05-17
ENT-0801145,ACC-10057,CON-070208,LI-0501901,SW-SDC-110,66,2023-05-17,2026-05-17
ENT-0801146,ACC-10057,CON-070208,LI-0501902,SW-SDC-130,476,2023-05-17,2026-05-17
ENT-0801147,ACC-10057,CON-070208,LI-0501903,SUP-GOL-CORE,5,2023-05-17,2026-05-17
ENT-0801148,ACC-10057,CON-070208,LI-0501904,SW-SDC-130,91,2023-05-17,2026-05-17
ENT-0801149,ACC-10057,CON-070208,LI-0501907,SW-OBS-130,251,2023-05-17,2026-05-17
ENT-0801150,ACC-10057,CON-070208,LI-0501908,SW-SDC-140,162,2023-05-17,2026-05-17
ENT-0801151,ACC-10057,CON-070208,LI-0501909,SW-SDC-140,95,2023-05-17,2026-05-17
ENT-0801152,ACC-10058,CON-070209,LI-0501911,SW-SDC-110,84,2022-03-06,2027-03-06
ENT-0801153,ACC-10058,CON-070209,LI-0501914,SW-SDC-120,287,2022-03-06,2027-03-06
ENT-0801154,ACC-10058,CON-070209,LI-0501915,SW-SEC-120,105,2022-03-06,2027-03-06
ENT-0801155,ACC-10058,CON-070209,LI-0501917,SW-SDC-130,434,2022-03-06,2027-03-06
ENT-0801156,ACC-10058,CON-070209,LI-0501919,SW-NOC-130,442,2022-03-06,2027-03-06
ENT-0801157,ACC-10058,CON-070209,LI-0501920,SW-OBS-120,184,2022-03-06,2027-03-06
ENT-0801158,ACC-10058,CON-070209,LI-0501921,SW-SDC-120,495,2022-03-06,2027-03-06
ENT-0801159,ACC-10058,CON-070209,LI-0501922,SUP-PLA-DC,2,2022-03-06,2027-03-06
ENT-0801160,ACC-10058,CON-070209,LI-0501923,SW-SDC-120,370,2022-03-06,2027-03-06
ENT-0801161,ACC-10058,CON-070210,LI-0501925,SUP-PLA-EDGE,9,2025-02-22,2030-02-22
ENT-0801162,ACC-10058,CON-070210,LI-0501926,SW-OBS-130,37,2025-02-22,2030-02-22
ENT-0801163,ACC-10058,CON-070210,LI-0501927,SW-SDC-130,168,2025-02-22,2030-02-22
ENT-0801164,ACC-10058,CON-070210,LI-0501928,SUP-SIL-DC,1,2025-02-22,2030-02-22
ENT-0801165,ACC-10058,CON-070210,LI-0501932,SW-ZTN-130,118,2029-06-28,2030-02-22
ENT-0801166,ACC-10058,CON-070210,LI-0501933,SW-SEC-130,435,2025-02-22,2030-02-22
ENT-0801167,ACC-10058,CON-070210,LI-0501934,SW-SEC-120,611,2025-02-22,2030-02-22
ENT-0801168,ACC-10058,CON-070210,LI-0501936,SUP-PLA-CORE,9,2025-02-22,2030-02-22
ENT-0801169,ACC-10059,CON-070211,LI-0501937,SW-NOC-140,697,2023-09-21,2024-09-21
ENT-0801170,ACC-10059,CON-070211,LI-0501939,SUP-SIL-DC,8,2023-09-21,2024-09-21
ENT-0801171,ACC-10059,CON-070211,LI-0501940,SW-OBS-130,132,2023-09-21,2024-09-21
ENT-0801172,ACC-10059,CON-070211,LI-0501941,SW-SDC-130,435,2023-09-21,2024-09-21
ENT-0801173,ACC-10059,CON-070211,LI-0501942,SW-ZTN-120,596,2023-09-21,2024-09-21
ENT-0801174,ACC-10059,CON-070211,LI-0501943,SUP-GOL-EDGE,6,2023-09-21,2024-09-21
ENT-0801175,ACC-10059,CON-070211,LI-0501944,SUP-PLA-CORE,6,2023-09-21,2024-09-21
ENT-0801176,ACC-10059,CON-070212,LI-0501950,SUP-GOL-CORE,8,2022-03-08,2025-03-08
ENT-0801177,ACC-10059,CON-070212,LI-0501951,SW-SEC-130,475,2022-03-08,2025-03-08
ENT-0801178,ACC-10059,CON-070212,LI-0501952,SUP-SIL-DC,7,2022-03-08,2025-03-08
ENT-0801179,ACC-10059,CON-070212,LI-0501955,SUP-PLA-CORE,4,2022-03-08,2025-03-08
ENT-0801180,ACC-10059,CON-070212,LI-0501960,SW-ZTN-130,437,2022-03-08,2025-03-08
ENT-0801181,ACC-10059,CON-070212,LI-0501962,SW-SDC-110,72,2022-03-08,2025-03-08
ENT-0801182,ACC-10060,CON-070213,LI-0501963,SUP-SIL-DC,9,2022-12-22,2024-12-22
ENT-0801183,ACC-10060,CON-070213,LI-0501964,SW-SEC-140,127,2022-12-22,2024-12-22
ENT-0801184,ACC-10060,CON-070213,LI-0501967,SW-OBS-110,598,2022-12-22,2024-12-22
ENT-0801185,ACC-10060,CON-070213,LI-0501971,SUP-BRO-CORE,10,2022-12-22,2024-12-22
ENT-0801186,ACC-10060,CON-070213,LI-0501972,SUP-PLA-DC,3,2022-12-22,2024-12-22
ENT-0801187,ACC-10060,CON-070214,LI-0501973,SUP-SIL-CORE,4,2025-08-29,2028-08-28
ENT-0801188,ACC-10060,CON-070214,LI-0501975,SUP-GOL-EDGE,5,2025-08-29,2028-08-28
ENT-0801189,ACC-10060,CON-070214,LI-0501976,SW-OBS-110,110,2025-08-29,2028-08-28
ENT-0801190,ACC-10060,CON-070214,LI-0501977,SW-NOC-110,686,2025-08-29,2028-08-28
ENT-0801191,ACC-10060,CON-070215,LI-0501980,SW-NOC-130,537,2023-01-05,2026-01-05
ENT-0801192,ACC-10060,CON-070215,LI-0501982,SW-NOC-110,453,2023-01-05,2026-01-05
ENT-0801193,ACC-10060,CON-070215,LI-0501983,SW-NOC-130,242,2023-01-05,2026-01-05
ENT-0801194,ACC-10060,CON-070216,LI-0501985,SW-NOC-110,209,2023-01-04,2024-01-04
ENT-0801195,ACC-10060,CON-070216,LI-0501986,SUP-PLA-CORE,10,2023-01-04,2024-01-04
ENT-0801196,ACC-10060,CON-070216,LI-0501989,SW-ZTN-140,591,2023-07-16,2024-01-04
ENT-0801197,ACC-10060,CON-070216,LI-0501992,SW-ZTN-120,48,2023-01-04,2024-01-04
ENT-0801198,ACC-10061,CON-070217,LI-0501993,SW-OBS-130,59,2023-03-21,2026-03-21
ENT-0801199,ACC-10061,CON-070217,LI-0501994,SUP-PLA-DC,1,2023-03-21,2026-03-21
ENT-0801200,ACC-10061,CON-070217,LI-0501996,SW-OBS-140,268,2023-03-21,2026-03-21
ENT-0801201,ACC-10061,CON-070218,LI-0501998,SW-OBS-110,72,2024-10-12,2027-10-12
ENT-0801202,ACC-10061,CON-070218,LI-0502001,SW-SEC-130,273,2024-10-12,2027-10-12
ENT-0801203,ACC-10061,CON-070218,LI-0502002,SW-SDC-130,163,2024-10-12,2027-10-12
ENT-0801204,ACC-10061,CON-070218,LI-0502004,SUP-PLA-EDGE,2,2024-10-12,2027-10-12
ENT-0801205,ACC-10061,CON-070218,LI-0502005,SW-ZTN-130,137,2024-10-12,2027-10-12
ENT-0801206,ACC-10061,CON-070218,LI-0502006,SUP-PLA-CORE,1,2024-10-12,2027-10-12
ENT-0801207,ACC-10062,CON-070219,LI-0502007,SW-ZTN-110,450,2023-08-25,2024-08-25
ENT-0801208,ACC-10062,CON-070219,LI-0502010,SUP-BRO-CORE,4,2023-08-25,2024-08-25
ENT-0801209,ACC-10062,CON-070219,LI-0502013,SW-NOC-110,887,2023-08-25,2024-08-25
ENT-0801210,ACC-10062,CON-070219,LI-0502014,SUP-GOL-CORE,11,2023-08-25,2024-08-25
ENT-0801211,ACC-10062,CON-070219,LI-0502017,SW-SEC-130,152,2023-08-25,2024-08-25
ENT-0801212,ACC-10062,CON-070219,LI-0502019,SW-SDC-120,845,2023-08-25,2024-08-25
ENT-0801213,ACC-10062,CON-070220,LI-0502020,SW-NOC-120,619,2023-02-10,2028-02-10
ENT-0801214,ACC-10062,CON-070220,LI-0502022,SUP-GOL-CORE,3,2023-02-10,2028-02-10
ENT-0801215,ACC-10062,CON-070220,LI-0502023,SW-ZTN-130,487,2023-02-10,2028-02-10
ENT-0801216,ACC-10062,CON-070220,LI-0502024,SUP-BRO-EDGE,5,2027-09-01,2028-02-10
ENT-0801217,ACC-10062,CON-070220,LI-0502026,SW-OBS-120,185,2023-02-10,2028-02-10
ENT-0801218,ACC-10062,CON-070221,LI-0502027,SUP-BRO-EDGE,7,2024-12-28,2026-12-28
ENT-0801219,ACC-10062,CON-070221,LI-0502028,SW-NOC-130,591,2024-12-28,2026-12-28
ENT-0801220,ACC-10062,CON-070221,LI-0502031,SW-ZTN-120,403,2024-12-28,2026-12-28
ENT-0801221,ACC-10062,CON-070221,LI-0502035,SW-ZTN-140,152,2025-04-15,2026-12-28
ENT-0801222,ACC-10062,CON-070221,LI-0502036,SW-NOC-110,195,2024-12-28,2026-12-28
ENT-0801223,ACC-10062,CON-070221,LI-0502037,SW-OBS-130,852,2024-12-28,2026-12-28
ENT-0801224,ACC-10063,CON-070222,LI-0502039,SUP-BRO-EDGE,1,2022-09-02,2023-04-18
ENT-0801225,ACC-10063,CON-070222,LI-0502040,SUP-BRO-CORE,3,2022-04-18,2023-04-18
ENT-0801226,ACC-10063,CON-070222,LI-0502044,SUP-BRO-DC,7,2022-04-18,2023-04-18
ENT-0801227,ACC-10063,CON-070222,LI-0502045,SUP-GOL-EDGE,6,2022-04-18,2023-04-18
ENT-0801228,ACC-10064,CON-070223,LI-0502047,SW-NOC-130,135,2024-09-15,2026-09-15
ENT-0801229,ACC-10064,CON-070223,LI-0502049,SUP-SIL-EDGE,1,2024-09-15,2026-09-15
ENT-0801230,ACC-10064,CON-070223,LI-0502051,SW-NOC-110,327,2024-09-15,2026-09-15
ENT-0801231,ACC-10064,CON-070223,LI-0502053,SW-OBS-130,109,2024-09-15,2026-09-15
ENT-0801232,ACC-10064,CON-070224,LI-0502057,SUP-GOL-CORE,4,2023-10-04,2024-10-04
ENT-0801233,ACC-10064,CON-070224,LI-0502058,SUP-GOL-EDGE,1,2023-10-04,2024-10-04
ENT-0801234,ACC-10064,CON-070224,LI-0502059,SUP-GOL-EDGE,1,2023-10-04,2024-10-04
ENT-0801235,ACC-10064,CON-070224,LI-0502060,SW-ZTN-130,317,2023-10-04,2024-10-04
ENT-0801236,ACC-10065,CON-070225,LI-0502062,SW-SDC-130,327,2022-02-28,2023-02-28
ENT-0801237,ACC-10065,CON-070225,LI-0502063,SUP-GOL-DC,1,2022-02-28,2023-02-28
ENT-0801238,ACC-10065,CON-070225,LI-0502066,SUP-GOL-CORE,4,2022-02-28,2023-02-28
ENT-0801239,ACC-10065,CON-070225,LI-0502067,SUP-BRO-EDGE,5,2022-02-28,2023-02-28
ENT-0801240,ACC-10065,CON-070225,LI-0502071,SUP-BRO-CORE,1,2022-02-28,2023-02-28
ENT-0801241,ACC-10065,CON-070225,LI-0502072,SW-NOC-140,211,2022-02-28,2023-02-28
ENT-0801242,ACC-10065,CON-070226,LI-0502075,SW-SEC-140,659,2023-07-19,2026-07-19
ENT-0801243,ACC-10065,CON-070226,LI-0502076,SUP-PLA-DC,4,2023-07-19,2026-07-19
ENT-0801244,ACC-10065,CON-070226,LI-0502077,SUP-BRO-DC,3,2023-07-19,2026-07-19
ENT-0801245,ACC-10065,CON-070226,LI-0502078,SW-OBS-120,634,2023-07-19,2026-07-19
ENT-0801246,ACC-10065,CON-070226,LI-0502079,SW-NOC-110,102,2023-07-19,2026-07-19
ENT-0801247,ACC-10065,CON-070226,LI-0502080,SW-ZTN-140,435,2023-07-19,2026-07-19
ENT-0801248,ACC-10065,CON-070226,LI-0502081,SUP-PLA-DC,3,2023-07-19,2026-07-19
ENT-0801249,ACC-10065,CON-070226,LI-0502082,SUP-PLA-CORE,1,2023-07-19,2026-07-19
ENT-0801250,ACC-10065,CON-070226,LI-0502084,SUP-BRO-DC,1,2023-07-19,2026-07-19
ENT-0801251,ACC-10065,CON-070226,LI-0502085,SUP-GOL-EDGE,5,2024-06-13,2026-07-19
ENT-0801252,ACC-10065,CON-070227,LI-0502087,SW-SEC-140,431,2024-08-28,2027-08-28
ENT-0801253,ACC-10065,CON-070227,LI-0502088,SW-NOC-110,514,2024-08-28,2027-08-28
ENT-0801254,ACC-10065,CON-070227,LI-0502091,SW-NOC-140,107,2024-08-28,2027-08-28
ENT-0801255,ACC-10065,CON-070227,LI-0502092,SW-OBS-130,414,2024-08-28,2027-08-28
ENT-0801256,ACC-10065,CON-070227,LI-0502093,SUP-SIL-DC,7,2024-08-28,2027-08-28
ENT-0801257,ACC-10065,CON-070227,LI-0502094,SW-SDC-140,241,2024-08-28,2027-08-28
ENT-0801258,ACC-10065,CON-070227,LI-0502095,SW-NOC-110,327,2024-08-28,2027-08-28
ENT-0801259,ACC-10065,CON-070227,LI-0502097,SUP-PLA-EDGE,6,2024-08-28,2027-08-28
ENT-0801260,ACC-10066,CON-070228,LI-0502100,SW-SDC-120,146,2024-04-20,2026-04-20
ENT-0801261,ACC-10066,CON-070228,LI-0502101,SW-NOC-130,83,2024-04-20,2026-04-20
ENT-0801262,ACC-10066,CON-070228,LI-0502102,SW-SDC-110,253,2024-04-20,2026-04-20
ENT-0801263,ACC-10066,CON-070228,LI-0502103,SUP-SIL-CORE,3,2024-04-20,2026-04-20
ENT-0801264,ACC-10066,CON-070228,LI-0502104,SW-SDC-130,210,2024-04-20,2026-04-20
ENT-0801265,ACC-10066,CON-070228,LI-0502105,SW-OBS-140,136,2024-04-20,2026-04-20
ENT-0801266,ACC-10066,CON-070228,LI-0502108,SUP-SIL-DC,3,2024-04-20,2026-04-20
ENT-0801267,ACC-10067,CON-070229,LI-0502113,SW-SDC-140,357,2023-08-17,2026-08-17
ENT-0801268,ACC-10067,CON-070229,LI-0502115,SW-SEC-130,351,2023-08-17,2026-08-17
ENT-0801269,ACC-10067,CON-070229,LI-0502116,SUP-BRO-CORE,1,2023-08-17,2026-08-17
ENT-0801270,ACC-10067,CON-070229,LI-0502117,SUP-BRO-EDGE,7,2023-08-17,2026-08-17
ENT-0801271,ACC-10067,CON-070229,LI-0502118,SW-NOC-110,85,2023-08-17,2026-08-17
ENT-0801272,ACC-10067,CON-070229,LI-0502120,SW-ZTN-110,789,2023-08-17,2026-08-17
ENT-0801273,ACC-10067,CON-070229,LI-0502123,SW-SEC-130,522,2023-08-17,2026-08-17
ENT-0801274,ACC-10067,CON-070230,LI-0502127,SW-ZTN-140,383,2023-05-25,2024-05-25
ENT-0801275,ACC-10067,CON-070230,LI-0502128,SW-SDC-120,805,2023-05-25,2024-05-25
ENT-0801276,ACC-10067,CON-070230,LI-0502129,SW-ZTN-130,186,2023-05-25,2024-05-25
ENT-0801277,ACC-10067,CON-070230,LI-0502132,SW-NOC-130,368,2023-05-25,2024-05-25
ENT-0801278,ACC-10067,CON-070230,LI-0502136,SW-OBS-140,563,2023-05-25,2024-05-25
ENT-0801279,ACC-10068,CON-070231,LI-0502139,SW-SEC-140,477,2022-10-15,2023-10-15
ENT-0801280,ACC-10068,CON-070231,LI-0502140,SUP-BRO-DC,7,2022-10-15,2023-10-15
ENT-0801281,ACC-10068,CON-070231,LI-0502141,SW-ZTN-130,250,2023-03-24,2023-10-15
ENT-0801282,ACC-10068,CON-070231,LI-0502142,SW-SEC-110,336,2022-10-15,2023-10-15
ENT-0801283,ACC-10068,CON-070231,LI-0502143,SUP-GOL-CORE,6,2022-10-15,2023-10-15
ENT-0801284,ACC-10068,CON-070231,LI-0502144,SW-NOC-120,85,2023-07-14,2023-10-15
ENT-0801285,ACC-10068,CON-070231,LI-0502145,SW-NOC-140,282,2022-10-15,2023-10-15
ENT-0801286,ACC-10068,CON-070232,LI-0502148,SUP-PLA-DC,3,2022-09-06,2027-09-06
ENT-0801287,ACC-10068,CON-070232,LI-0502149,SUP-GOL-DC,6,2022-09-06,2027-09-06
ENT-0801288,ACC-10068,CON-070232,LI-0502151,SW-NOC-110,401,2022-09-06,2027-09-06
ENT-0801289,ACC-10068,CON-070232,LI-0502153,SW-SEC-110,495,2022-09-06,2027-09-06
ENT-0801290,ACC-10068,CON-070232,LI-0502154,SW-ZTN-110,95,2022-09-06,2027-09-06
ENT-0801291,ACC-10068,CON-070232,LI-0502155,SW-NOC-140,393,2025-09-05,2027-09-06
ENT-0801292,ACC-10068,CON-070232,LI-0502156,SW-SDC-130,327,2023-07-12,2027-09-06
ENT-0801293,ACC-10068,CON-070232,LI-0502157,SW-OBS-120,338,2022-09-06,2027-09-06
ENT-0801294,ACC-10068,CON-070232,LI-0502158,SW-SEC-120,204,2022-09-06,2027-09-06
ENT-0801295,ACC-10068,CON-070232,LI-0502160,SUP-PLA-CORE,6,2022-09-06,2027-09-06
ENT-0801296,ACC-10068,CON-070233,LI-0502163,SW-OBS-120,247,2025-07-26,2028-07-26
ENT-0801297,ACC-10068,CON-070233,LI-0502164,SW-ZTN-130,407,2025-07-26,2028-07-26
ENT-0801298,ACC-10068,CON-070233,LI-0502165,SW-OBS-110,327,2025-07-26,2028-07-26
ENT-0801299,ACC-10068,CON-070233,LI-0502166,SUP-BRO-CORE,6,2025-07-26,2028-07-26
ENT-0801300,ACC-10069,CON-070234,LI-0502169,SUP-BRO-DC,4,2025-03-01,2026-03-01
ENT-0801301,ACC-10069,CON-070234,LI-0502170,SW-SDC-130,162,2025-06-09,2026-03-01
ENT-0801302,ACC-10069,CON-070234,LI-0502172,SUP-GOL-DC,2,2025-03-01,2026-03-01
ENT-0801303,ACC-10069,CON-070234,LI-0502174,SUP-BRO-DC,1,2025-03-01,2026-03-01
ENT-0801304,ACC-10069,CON-070234,LI-0502175,SW-ZTN-130,196,2025-03-01,2026-03-01
ENT-0801305,ACC-10069,CON-070235,LI-0502179,SW-ZTN-110,369,2022-05-20,2024-05-20
ENT-0801306,ACC-10069,CON-070235,LI-0502180,SUP-BRO-DC,3,2022-05-20,2024-05-20
ENT-0801307,ACC-10069,CON-070235,LI-0502182,SUP-GOL-EDGE,1,2022-12-28,2024-05-20
ENT-0801308,ACC-10069,CON-070235,LI-0502184,SW-SDC-140,380,2022-05-20,2024-05-20
