payment_id,invoice_id,account_id,paid_date,amount,currency,method,status
PAY-0304635,INV-0205284,ACC-10065,2024-01-17,227111.04,USD,credit_card,succeeded
PAY-0304636,INV-0205285,ACC-10065,2024-02-12,227111.04,USD,wire,succeeded
PAY-0304637,INV-0205286,ACC-10065,2024-03-25,227111.04,USD,ach,succeeded
PAY-0304638,INV-0205287,ACC-10065,2024-05-24,227111.04,USD,wire,succeeded
PAY-0304639,INV-0205288,ACC-10065,2024-05-25,227111.04,USD,check,succeeded
PAY-0304640,INV-0205289,ACC-10065,2024-07-05,227111.04,USD,wire,succeeded
PAY-0304641,INV-0205290,ACC-10065,2024-08-31,227111.04,USD,ach,succeeded
PAY-0304642,INV-0205291,ACC-10065,2024-08-09,227111.04,USD,wire,succeeded
PAY-0304643,INV-0205292,ACC-10065,2024-10-22,227111.04,USD,wire,succeeded
PAY-0304644,INV-0205293,ACC-10065,2024-10-10,227111.04,USD,ach,succeeded
PAY-0304645,INV-0205294,ACC-10065,2024-12-25,227111.04,USD,wire,succeeded
PAY-0304646,INV-0205295,ACC-10065,2025-02-02,227111.04,USD,ach,succeeded
PAY-0304647,INV-0205296,ACC-10065,2025-02-12,227111.04,USD,wire,succeeded
PAY-0304648,INV-0205297,ACC-10065,2025-04-18,227111.04,USD,wire,succeeded
PAY-0304649,INV-0205298,ACC-10065,2025-03-28,227111.04,USD,check,succeeded
PAY-0304650,INV-0205299,ACC-10065,2025-05-20,227111.04,USD,wire,succeeded
PAY-0304651,INV-0205300,ACC-10065,2025-05-26,227111.04,USD,wire,succeeded
PAY-0304652,INV-0205301,ACC-10065,2025-06-25,227111.04,USD,wire,succeeded
PAY-0304653,INV-0205302,ACC-10065,2025-09-17,227111.04,USD,credit_card,succeeded
PAY-0304654,INV-0205303,ACC-10065,2025-08-26,227111.04,USD,ach,succeeded
PAY-0304655,INV-0205304,ACC-10065,2025-10-17,227111.04,USD,credit_card,succeeded
PAY-0304656,INV-0205305,ACC-10065,2025-11-11,227111.04,USD,wire,succeeded
PAY-0304657,INV-0205306,ACC-10065,2025-12-26,227111.04,USD,wire,succeeded
PAY-0304658,INV-0205307,ACC-10065,2026-01-18,227111.04,USD,wire,succeeded
PAY-0304659,INV-0205308,ACC-10065,2026-02-10,227111.04,USD,credit_card,succeeded
PAY-0304660,INV-0205309,ACC-10065,2026-04-10,227111.04,USD,wire,succeeded
PAY-0304661,INV-0205310,ACC-10065,2026-04-23,227111.04,USD,wire,succeeded
PAY-0304662,INV-0205311,ACC-10065,2026-05-04,227111.04,USD,wire,succeeded
PAY-0304663,INV-0205312,ACC-10065,2026-05-15,227111.04,USD,ach,succeeded
PAY-0304664,INV-0205315,ACC-10065,2023-09-17,436300.0,USD,wire,succeeded
PAY-0304665,INV-0205316,ACC-10065,2024-09-21,436300.0,USD,check,succeeded
PAY-0304666,INV-0205317,ACC-10065,2025-07-17,436300.0,USD,check,succeeded
PAY-0304667,INV-0205320,ACC-10065,2024-09-21,284032.76,USD,wire,succeeded
PAY-0304668,INV-0205321,ACC-10065,2024-09-29,284032.76,USD,ach,succeeded
PAY-0304669,INV-0205322,ACC-10065,2024-10-28,284032.76,USD,ach,succeeded
PAY-0304670,INV-0205323,ACC-10065,2024-12-14,284032.76,USD,wire,succeeded
PAY-0304671,INV-0205324,ACC-10065,2024-12-09,284032.76,USD,wire,succeeded
PAY-0304672,INV-0205325,ACC-10065,2025-01-19,284032.76,USD,credit_card,succeeded
PAY-0304673,INV-0205326,ACC-10065,2025-03-02,284032.76,USD,wire,succeeded
PAY-0304674,INV-0205327,ACC-10065,2025-03-27,284032.76,USD,wire,succeeded
PAY-0304675,INV-0205328,ACC-10065,2025-04-20,284032.76,USD,wire,succeeded
PAY-0304676,INV-0205329,ACC-10065,2025-05-28,284032.76,USD,wire,succeeded
PAY-0304677,INV-0205330,ACC-10065,2025-06-24,284032.76,USD,check,succeeded
PAY-0304678,INV-0205331,ACC-10065,2025-07-16,284032.76,USD,wire,succeeded
PAY-0304679,INV-0205334,ACC-10065,2025-10-19,284032.76,USD,wire,succeeded
PAY-0304680,INV-0205335,ACC-10065,2025-12-04,284032.76,USD,wire,succeeded
PAY-0304681,INV-0205336,ACC-10065,2025-12-16,284032.76,USD,wire,succeeded
PAY-0304682,INV-0205337,ACC-10065,2026-01-22,284032.76,USD,wire,succeeded
PAY-0304683,INV-0205338,ACC-10065,2026-03-05,284032.76,USD,wire,succeeded
PAY-0304684,INV-0205339,ACC-10065,2026-04-02,284032.76,USD,ach,succeeded
PAY-0304685,INV-0205340,ACC-10065,2026-05-04,284032.76,USD,wire,succeeded
PAY-0304686,INV-0205341,ACC-10065,2026-05-30,284032.76,USD,wire,succeeded
PAY-0304687,INV-0205344,ACC-10065,2024-09-10,266428.75,USD,wire,succeeded
PAY-0304688,INV-0205345,ACC-10065,2025-08-16,266428.75,USD,wire,succeeded
PAY-0304689,INV-0205346,ACC-10066,2024-05-21,140174.9,GBP,ach,succeeded
PAY-0304690,INV-0205347,ACC-10066,2024-05-25,66764.17,GBP,wire,succeeded
PAY-0304691,INV-0205348,ACC-10066,2024-05-30,66764.17,GBP,ach,succeeded
PAY-0304692,INV-0205349,ACC-10066,2024-06-10,66764.17,GBP,wire,succeeded
PAY-0304693,INV-0205350,ACC-10066,2024-08-06,66764.17,GBP,check,succeeded
PAY-0304694,INV-0205351,ACC-10066,2024-08-25,66764.17,GBP,ach,succeeded
PAY-0304695,INV-0205352,ACC-10066,2024-10-04,66764.17,GBP,wire,succeeded
PAY-0304696,INV-0205353,ACC-10066,2024-11-12,66764.17,GBP,ach,succeeded
PAY-0304697,INV-0205354,ACC-10066,2024-11-06,66764.17,GBP,wire,succeeded
PAY-0304698,INV-0205355,ACC-10066,2024-12-23,66764.17,GBP,wire,succeeded
PAY-0304699,INV-0205356,ACC-10066,2025-01-28,66764.17,GBP,ach,succeeded
PAY-0304700,INV-0205358,ACC-10066,2025-03-27,66764.17,GBP,wire,succeeded
PAY-0304701,INV-0205359,ACC-10066,2025-04-16,66764.17,GBP,wire,succeeded
PAY-0304702,INV-0205360,ACC-10066,2025-05-15,66764.17,GBP,ach,succeeded
PAY-0304703,INV-0205361,ACC-10066,2025-06-24,66764.17,GBP,wire,succeeded
PAY-0304704,INV-0205362,ACC-10066,2025-07-16,66764.17,GBP,wire,succeeded
PAY-0304705,INV-0205363,ACC-10066,2025-08-08,66764.17,GBP,check,succeeded
PAY-0304706,INV-0205364,ACC-10066,2025-09-29,66764.17,GBP,credit_card,succeeded
PAY-0304707,INV-0205365,ACC-10066,2025-11-13,66764.17,GBP,ach,succeeded
PAY-0304708,INV-0205366,ACC-10066,2025-12-03,66764.17,GBP,check,succeeded
PAY-0304709,INV-0205367,ACC-10066,2025-12-22,66764.17,GBP,wire,succeeded
PAY-0304710,INV-0205368,ACC-10066,2026-01-15,66764.17,GBP,ach,succeeded
PAY-0304711,INV-0205369,ACC-10066,2026-03-01,66764.17,GBP,wire,succeeded
PAY-0304712,INV-0205370,ACC-10066,2026-03-24,66764.17,GBP,ach,succeeded
PAY-0304713,INV-0205371,ACC-10066,2026-05-14,66764.17,GBP,ach,succeeded
PAY-0304714,INV-0205372,ACC-10066,2024-05-23,211499.38,GBP,wire,succeeded
PAY-0304715,INV-0205373,ACC-10066,2025-05-10,211499.38,GBP,wire,succeeded
PAY-0304716,INV-0205374,ACC-10066,2026-04-09,211499.38,GBP,wire,succeeded
PAY-0304717,INV-0205375,ACC-10067,2023-09-15,274042.02,GBP,ach,succeeded
PAY-0304718,INV-0205376,ACC-10067,2023-09-08,85287.39,GBP,wire,succeeded
PAY-0304719,INV-0205377,ACC-10067,2023-09-20,85287.39,GBP,wire,succeeded
PAY-0304720,INV-0205378,ACC-10067,2023-11-05,85287.39,GBP,wire,succeeded
PAY-0304721,INV-0205379,ACC-10067,2023-11-11,85287.39,GBP,wire,succeeded
PAY-0304722,INV-0205380,ACC-10067,2024-01-14,85287.39,GBP,ach,succeeded
PAY-0304723,INV-0205381,ACC-10067,2024-01-31,85287.39,GBP,wire,succeeded
PAY-0304724,INV-0205382,ACC-10067,2024-02-08,85287.39,GBP,wire,succeeded
PAY-0304725,INV-0205384,ACC-10067,2024-04-18,85287.39,GBP,ach,succeeded
PAY-0304726,INV-0205385,ACC-10067,2024-05-24,85287.39,GBP,credit_card,succeeded
PAY-0304727,INV-0205386,ACC-10067,2024-07-08,85287.39,GBP,wire,succeeded
PAY-0304728,INV-0205387,ACC-10067,2024-08-14,85287.39,GBP,credit_card,succeeded
PAY-0304729,INV-0205388,ACC-10067,2024-09-06,85287.39,GBP,wire,succeeded
PAY-0304730,INV-0205389,ACC-10067,2024-09-20,85287.39,GBP,wire,succeeded
PAY-0304731,INV-0205390,ACC-10067,2024-10-10,85287.39,GBP,wire,succeeded
PAY-0304732,INV-0205391,ACC-10067,2024-11-12,85287.39,GBP,check,succeeded
PAY-0304733,INV-0205392,ACC-10067,2025-01-02,85287.39,GBP,ach,succeeded
PAY-0304734,INV-0205394,ACC-10067,2025-02-08,85287.39,GBP,wire,succeeded
PAY-0304735,INV-0205395,ACC-10067,2025-03-13,85287.39,GBP,check,succeeded
PAY-0304736,INV-0205396,ACC-10067,2025-04-28,85287.39,GBP,wire,succeeded
PAY-0304737,INV-0205397,ACC-10067,2025-05-30,85287.39,GBP,check,succeeded
PAY-0304738,INV-0205398,ACC-10067,2025-06-27,85287.39,GBP,ach,succeeded
PAY-0304739,INV-0205399,ACC-10067,2025-07-21,85287.39,GBP,ach,succeeded
PAY-0304740,INV-0205401,ACC-10067,2025-10-12,85287.39,GBP,check,succeeded
PAY-0304741,INV-0205402,ACC-10067,2025-11-13,85287.39,GBP,wire,succeeded
PAY-0304742,INV-0205403,ACC-10067,2025-11-29,85287.39,GBP,credit_card,succeeded
PAY-0304743,INV-0205404,ACC-10067,2025-12-17,85287.39,GBP,ach,succeeded
PAY-0304744,INV-0205405,ACC-10067,2026-01-11,85287.39,GBP,wire,succeeded
PAY-0304745,INV-0205406,ACC-10067,2026-02-12,85287.39,GBP,wire,succeeded
PAY-0304746,INV-0205407,ACC-10067,2026-04-15,85287.39,GBP,ach,succeeded
PAY-0304747,INV-0205408,ACC-10067,2026-04-26,85287.39,GBP,check,succeeded
PAY-0304748,INV-0205409,ACC-10067,2026-05-23,85287.39,GBP,ach,succeeded
PAY-0304749,INV-0205412,ACC-10067,2023-09-02,314553.52,GBP,wire,succeeded
PAY-0304750,INV-0205413,ACC-10067,2024-08-22,314553.52,GBP,wire,succeeded
PAY-0304751,INV-0205414,ACC-10067,2025-08-06,314553.52,GBP,check,succeeded
PAY-0304752,INV-0205415,ACC-10067,2023-06-04,1516546.81,GBP,wire,succeeded
PAY-0304753,INV-0205416,ACC-10067,2023-06-21,367245.03,GBP,credit_card,succeeded
PAY-0304754,INV-0205417,ACC-10067,2023-06-07,367245.03,GBP,wire,succeeded
PAY-0304755,INV-0205418,ACC-10067,2023-07-22,367245.03,GBP,wire,succeeded
PAY-0304756,INV-0205419,ACC-10067,2023-08-19,367245.03,GBP,wire,succeeded
PAY-0304757,INV-0205420,ACC-10067,2023-10-16,367245.03,GBP,wire,succeeded
PAY-0304758,INV-0205421,ACC-10067,2023-11-04,367245.03,GBP,wire,succeeded
PAY-0304759,INV-0205422,ACC-10067,2023-12-15,367245.03,GBP,wire,succeeded
PAY-0304760,INV-0205423,ACC-10067,2023-12-09,367245.03,GBP,wire,succeeded
PAY-0304761,INV-0205424,ACC-10067,2024-02-08,367245.03,GBP,wire,succeeded
PAY-0304762,INV-0205425,ACC-10067,2024-03-03,367245.03,GBP,wire,succeeded
PAY-0304763,INV-0205426,ACC-10067,2024-04-10,367245.03,GBP,ach,succeeded
PAY-0304764,INV-0205427,ACC-10067,2024-04-07,367245.03,GBP,wire,succeeded
PAY-0304765,INV-0205428,ACC-10067,2024-06-08,367245.03,GBP,wire,succeeded
PAY-0304766,INV-0205429,ACC-10067,2023-07-01,53412.5,GBP,ach,succeeded
PAY-0304767,INV-0205430,ACC-10067,2024-05-21,53412.5,GBP,check,succeeded
PAY-0304768,INV-0205431,ACC-10068,2022-11-10,91000.0,USD,wire,succeeded
PAY-0304769,INV-0205432,ACC-10068,2022-11-22,107325.0,USD,wire,succeeded
PAY-0304770,INV-0205434,ACC-10068,2023-01-20,107325.0,USD,wire,succeeded
PAY-0304771,INV-0205435,ACC-10068,2023-02-22,107325.0,USD,wire,succeeded
PAY-0304772,INV-0205436,ACC-10068,2023-03-01,107325.0,USD,wire,succeeded
PAY-0304773,INV-0205437,ACC-10068,2023-03-28,107325.0,USD,wire,succeeded
PAY-0304774,INV-0205438,ACC-10068,2023-05-08,107325.0,USD,check,succeeded
PAY-0304775,INV-0205439,ACC-10068,2023-06-16,107325.0,USD,ach,succeeded
PAY-0304776,INV-0205440,ACC-10068,2023-06-20,107325.0,USD,wire,succeeded
PAY-0304777,INV-0205441,ACC-10068,2023-08-02,114975.0,USD,credit_card,succeeded
PAY-0304778,INV-0205442,ACC-10068,2023-08-22,114975.0,USD,wire,succeeded
PAY-0304779,INV-0205443,ACC-10068,2023-09-26,114975.0,USD,wire,succeeded
PAY-0304780,INV-0205444,ACC-10068,2023-10-22,114975.0,USD,wire,succeeded
PAY-0304781,INV-0205445,ACC-10068,2022-11-29,306306.82,USD,ach,succeeded
PAY-0304782,INV-0205446,ACC-10068,2023-11-10,306306.82,USD,ach,succeeded
PAY-0304783,INV-0205447,ACC-10068,2022-10-09,1117071.42,USD,wire,succeeded
PAY-0304784,INV-0205448,ACC-10068,2022-10-04,97574.4,USD,wire,succeeded
PAY-0304785,INV-0205449,ACC-10068,2022-11-14,97574.4,USD,wire,succeeded
PAY-0304786,INV-0205450,ACC-10068,2022-12-04,97574.4,USD,ach,succeeded
PAY-0304787,INV-0205451,ACC-10068,2023-01-11,97574.4,USD,wire,succeeded
PAY-0304788,INV-0205452,ACC-10068,2023-02-11,97574.4,USD,wire,succeeded
PAY-0304789,INV-0205453,ACC-10068,2023-03-08,97574.4,USD,wire,succeeded
PAY-0304790,INV-0205454,ACC-10068,2023-03-22,97574.4,USD,wire,succeeded
PAY-0304791,INV-0205455,ACC-10068,2023-04-14,97574.4,USD,wire,succeeded
PAY-0304792,INV-0205456,ACC-10068,2023-05-28,97574.4,USD,wire,succeeded
PAY-0304793,INV-0205457,ACC-10068,2023-06-24,97574.4,USD,wire,succeeded
PAY-0304794,INV-0205458,ACC-10068,2023-07-16,97574.4,USD,wire,succeeded
PAY-0304795,INV-0205459,ACC-10068,2023-09-15,97574.4,USD,credit_card,succeeded
PAY-0304796,INV-0205460,ACC-10068,2023-10-13,97574.4,USD,ach,succeeded
PAY-0304797,INV-0205462,ACC-10068,2023-11-09,97574.4,USD,wire,succeeded
PAY-0304798,INV-0205463,ACC-10068,2023-12-25,97574.4,USD,wire,succeeded
PAY-0304799,INV-0205464,ACC-10068,2024-01-19,97574.4,USD,ach,succeeded
PAY-0304800,INV-0205465,ACC-10068,2024-03-01,97574.4,USD,wire,succeeded
PAY-0304801,INV-0205466,ACC-10068,2024-04-08,97574.4,USD,wire,succeeded
PAY-0304802,INV-0205467,ACC-10068,2024-04-16,97574.4,USD,wire,succeeded
PAY-0304803,INV-0205469,ACC-10068,2024-07-06,97574.4,USD,credit_card,succeeded
PAY-0304804,INV-0205470,ACC-10068,2024-07-26,97574.4,USD,wire,succeeded
PAY-0304805,INV-0205471,ACC-10068,2024-08-31,97574.4,USD,ach,succeeded
PAY-0304806,INV-0205473,ACC-10068,2024-11-07,97574.4,USD,wire,succeeded
PAY-0304807,INV-0205474,ACC-10068,2024-11-22,97574.4,USD,wire,succeeded
PAY-0304808,INV-0205475,ACC-10068,2025-01-12,97574.4,USD,wire,succeeded
PAY-0304809,INV-0205476,ACC-10068,2025-02-06,97574.4,USD,check,succeeded
PAY-0304810,INV-0205477,ACC-10068,2025-03-11,97574.4,USD,ach,succeeded
PAY-0304811,INV-0205478,ACC-10068,2025-03-26,97574.4,USD,wire,succeeded
PAY-0304812,INV-0205479,ACC-10068,2025-04-09,97574.4,USD,wire,succeeded
PAY-0304813,INV-0205481,ACC-10068,2025-07-04,97574.4,USD,wire,succeeded
PAY-0304814,INV-0205482,ACC-10068,2025-08-08,97574.4,USD,ach,succeeded
PAY-0304815,INV-0205483,ACC-10068,2025-09-02,97574.4,USD,wire,succeeded
PAY-0304816,INV-0205484,ACC-10068,2025-10-06,97574.4,USD,wire,succeeded
PAY-0304817,INV-0205485,ACC-10068,2025-10-17,97574.4,USD,ach,succeeded
PAY-0304818,INV-0205486,ACC-10068,2025-11-26,97574.4,USD,credit_card,succeeded
PAY-0304819,INV-0205487,ACC-10068,2025-12-20,97574.4,USD,credit_card,succeeded
PAY-0304820,INV-0205488,ACC-10068,2026-01-09,97574.4,USD,ach,succeeded
PAY-0304821,INV-0205489,ACC-10068,2026-03-10,97574.4,USD,wire,succeeded
PAY-0304822,INV-0205490,ACC-10068,2026-03-12,97574.4,USD,wire,succeeded
PAY-0304823,INV-0205491,ACC-10068,2026-04-27,97574.4,USD,wire,succeeded
PAY-0304824,INV-0205495,ACC-10068,2022-10-14,689176.5,USD,wire,succeeded
PAY-0304825,INV-0205496,ACC-10068,2023-09-06,689176.5,USD,wire,succeeded
PAY-0304826,INV-0205497,ACC-10068,2024-10-10,689176.5,USD,wire,succeeded
PAY-0304827,INV-0205498,ACC-10068,2025-10-01,735157.5,USD,wire,succeeded
PAY-0304828,INV-0205500,ACC-10068,2025-08-28,71237.56,USD,wire,succeeded
PAY-0304829,INV-0205501,ACC-10068,2025-09-08,71237.56,USD,wire,succeeded
PAY-0304830,INV-0205502,ACC-10068,2025-10-14,71237.56,USD,ach,succeeded
PAY-0304831,INV-0205503,ACC-10068,2025-10-22,71237.56,USD,wire,succeeded
PAY-0304832,INV-0205504,ACC-10068,2025-11-29,71237.56,USD,wire,succeeded
PAY-0304833,INV-0205505,ACC-10068,2025-12-12,71237.56,USD,ach,succeeded
PAY-0304834,INV-0205506,ACC-10068,2026-01-12,71237.56,USD,wire,succeeded
PAY-0304835,INV-0205507,ACC-10068,2026-03-16,71237.56,USD,wire,succeeded
PAY-0304836,INV-0205508,ACC-10068,2026-03-20,71237.56,USD,ach,succeeded
PAY-0304837,INV-0205509,ACC-10068,2026-04-16,71237.56,USD,wire,succeeded
PAY-0304838,INV-0205510,ACC-10068,2026-05-24,71237.56,USD,ach,succeeded
PAY-0304839,INV-0205515,ACC-10069,2025-04-01,628871.44,USD,wire,succeeded
PAY-0304840,INV-0205516,ACC-10069,2025-07-14,84240.0,USD,wire,succeeded
PAY-0304841,INV-0205517,ACC-10069,2025-07-10,84240.0,USD,credit_card,succeeded
PAY-0304842,INV-0205518,ACC-10069,2025-09-11,84240.0,USD,wire,succeeded
PAY-0304843,INV-0205520,ACC-10069,2025-11-14,84240.0,USD,wire,succeeded
PAY-0304844,INV-0205521,ACC-10069,2025-12-13,84240.0,USD,wire,succeeded
PAY-0304845,INV-0205522,ACC-10069,2025-12-15,84240.0,USD,wire,succeeded
PAY-0304846,INV-0205523,ACC-10069,2026-02-04,84240.0,USD,ach,succeeded
PAY-0304847,INV-0205524,ACC-10069,2026-02-27,84240.0,USD,wire,succeeded
PAY-0304848,INV-0205525,ACC-10069,2025-03-16,132548.5,USD,credit_card,succeeded
PAY-0304849,INV-0205526,ACC-10069,2022-06-07,316892.86,USD,wire,succeeded
PAY-0304850,INV-0205527,ACC-10069,2022-06-22,317385.5,USD,wire,succeeded
PAY-0304851,INV-0205528,ACC-10069,2022-06-12,317385.5,USD,ach,succeeded
PAY-0304852,INV-0205529,ACC-10069,2022-07-07,317385.5,USD,wire,succeeded
PAY-0304853,INV-0205530,ACC-10069,2022-08-06,317385.5,USD,wire,succeeded
PAY-0304854,INV-0205531,ACC-10069,2022-09-15,317385.5,USD,wire,succeeded
PAY-0304855,INV-0205532,ACC-10069,2022-11-14,317385.5,USD,ach,succeeded
PAY-0304856,INV-0205533,ACC-10069,2022-11-29,317385.5,USD,wire,succeeded
PAY-0304857,INV-0205534,ACC-10069,2023-01-14,317385.5,USD,wire,succeeded
PAY-0304858,INV-0205535,ACC-10069,2023-01-30,317385.5,USD,wire,succeeded
PAY-0304859,INV-0205536,ACC-10069,2023-02-18,317385.5,USD,wire,succeeded
PAY-0304860,INV-0205537,ACC-10069,2023-03-26,317385.5,USD,wire,succeeded
PAY-0304861,INV-0205538,ACC-10069,2023-04-10,317385.5,USD,wire,succeeded
PAY-0304862,INV-0205539,ACC-10069,2023-06-10,317385.5,USD,wire,succeeded
PAY-0304863,INV-0205540,ACC-10069,2023-07-07,317385.5,USD,wire,succeeded
PAY-0304864,INV-0205541,ACC-10069,2023-07-28,317385.5,USD,wire,succeeded
PAY-0304865,INV-0205543,ACC-10069,2023-10-04,317385.5,USD,ach,succeeded
PAY-0304866,INV-0205544,ACC-10069,2023-10-09,317385.5,USD,wire,succeeded
PAY-0304867,INV-0205545,ACC-10069,2023-11-29,317385.5,USD,wire,succeeded
PAY-0304868,INV-0205546,ACC-10069,2023-12-19,317385.5,USD,wire,succeeded
PAY-0304869,INV-0205547,ACC-10069,2024-01-17,317385.5,USD,wire,succeeded
PAY-0304870,INV-0205548,ACC-10069,2024-02-08,317385.5,USD,wire,succeeded
PAY-0304871,INV-0205549,ACC-10069,2024-04-11,317385.5,USD,credit_card,succeeded
PAY-0304872,INV-0205550,ACC-10069,2024-04-21,317385.5,USD,ach,succeeded
PAY-0304873,INV-0205552,ACC-10069,2022-06-18,134244.42,USD,wire,succeeded
PAY-0304874,INV-0205554,ACC-10069,2024-05-10,134244.42,USD,wire,succeeded
PAY-0304875,INV-0205555,ACC-10070,2024-10-21,259414.27,USD,wire,succeeded
PAY-0304876,INV-0205557,ACC-10070,2024-12-16,58937.49,USD,wire,succeeded
PAY-0304877,INV-0205558,ACC-10070,2024-12-07,58937.49,USD,wire,succeeded
PAY-0304878,INV-0205559,ACC-10070,2025-01-10,58937.49,USD,check,succeeded
PAY-0304879,INV-0205560,ACC-10070,2025-02-24,58937.49,USD,wire,succeeded
PAY-0304880,INV-0205561,ACC-10070,2025-03-25,58937.49,USD,wire,succeeded
PAY-0304881,INV-0205562,ACC-10070,2025-05-02,74669.49,USD,wire,succeeded
PAY-0304882,INV-0205563,ACC-10070,2025-05-23,74669.49,USD,wire,succeeded
PAY-0304883,INV-0205564,ACC-10070,2025-06-12,74669.49,USD,wire,succeeded
PAY-0304884,INV-0205566,ACC-10070,2025-09-14,74669.49,USD,credit_card,succeeded
PAY-0304885,INV-0205567,ACC-10070,2025-10-06,74669.49,USD,check,succeeded
PAY-0304886,INV-0205568,ACC-10070,2025-10-16,74669.49,USD,ach,succeeded
PAY-0304887,INV-0205569,ACC-10070,2025-12-12,74669.49,USD,wire,succeeded
PAY-0304888,INV-0205570,ACC-10070,2025-12-24,74669.49,USD,wire,succeeded
PAY-0304889,INV-0205571,ACC-10070,2026-01-10,74669.49,USD,wire,succeeded
PAY-0304890,INV-0205572,ACC-10070,2026-02-09,74669.49,USD,wire,succeeded
PAY-0304891,INV-0205573,ACC-10070,2026-03-19,74669.49,USD,wire,succeeded
PAY-0304892,INV-0205574,ACC-10070,2026-05-03,74669.49,USD,wire,succeeded
PAY-0304893,INV-0205575,ACC-10070,2026-06-06,74669.49,USD,wire,succeeded
PAY-0304894,INV-0205580,ACC-10071,2025-04-05,1566949.93,USD,wire,succeeded
PAY-0304895,INV-0205581,ACC-10071,2025-04-18,11004.0,USD,check,succeeded
PAY-0304896,INV-0205582,ACC-10071,2025-04-06,11004.0,USD,ach,succeeded
PAY-0304897,INV-0205583,ACC-10071,2025-05-30,11004.0,USD,check,succeeded
PAY-0304898,INV-0205584,ACC-10071,2025-07-12,11004.0,USD,ach,succeeded
PAY-0304899,INV-0205585,ACC-10071,2025-08-24,11004.0,USD,credit_card,succeeded
PAY-0304900,INV-0205586,ACC-10071,2025-09-21,11004.0,USD,check,succeeded
PAY-0304901,INV-0205587,ACC-10071,2025-09-20,11004.0,USD,wire,succeeded
PAY-0304902,INV-0205588,ACC-10071,2025-10-15,11004.0,USD,ach,succeeded
PAY-0304903,INV-0205589,ACC-10071,2025-12-21,11004.0,USD,credit_card,succeeded
PAY-0304904,INV-0205590,ACC-10071,2026-01-21,11004.0,USD,check,succeeded
PAY-0304905,INV-0205591,ACC-10071,2026-02-24,11004.0,USD,wire,succeeded
PAY-0304906,INV-0205592,ACC-10071,2026-03-27,11004.0,USD,wire,succeeded
PAY-0304907,INV-0205593,ACC-10071,2026-04-21,11004.0,USD,wire,succeeded
PAY-0304908,INV-0205595,ACC-10071,2026-06-08,11004.0,USD,wire,succeeded
PAY-0304909,INV-0205599,ACC-10071,2026-04-12,239866.35,USD,check,succeeded
PAY-0304910,INV-0205600,ACC-10071,2025-02-16,919449.93,USD,wire,succeeded
PAY-0304911,INV-0205601,ACC-10071,2025-02-01,122640.0,USD,wire,succeeded
PAY-0304912,INV-0205602,ACC-10071,2025-02-10,122640.0,USD,wire,succeeded
PAY-0304913,INV-0205603,ACC-10071,2025-03-11,122640.0,USD,check,succeeded
PAY-0304914,INV-0205604,ACC-10071,2025-05-05,122640.0,USD,wire,succeeded
PAY-0304915,INV-0205605,ACC-10071,2025-05-10,122640.0,USD,wire,succeeded
PAY-0304916,INV-0205606,ACC-10071,2025-07-29,122640.0,USD,wire,succeeded
PAY-0304917,INV-0205608,ACC-10071,2025-08-18,122640.0,USD,wire,succeeded
PAY-0304918,INV-0205609,ACC-10071,2025-09-08,122640.0,USD,credit_card,succeeded
PAY-0304919,INV-0205610,ACC-10071,2025-11-23,122640.0,USD,wire,succeeded
PAY-0304920,INV-0205611,ACC-10071,2025-11-21,122640.0,USD,wire,succeeded
PAY-0304921,INV-0205612,ACC-10071,2026-01-20,122640.0,USD,wire,succeeded
PAY-0304922,INV-0205613,ACC-10071,2026-02-06,122640.0,USD,wire,succeeded
PAY-0304923,INV-0205614,ACC-10071,2026-02-07,122640.0,USD,wire,succeeded
PAY-0304924,INV-0205615,ACC-10071,2026-04-14,122640.0,USD,wire,succeeded
PAY-0304925,INV-0205616,ACC-10071,2026-05-05,122640.0,USD,check,succeeded
PAY-0304926,INV-0205617,ACC-10071,2026-05-12,122640.0,USD,wire,succeeded
PAY-0304927,INV-0205620,ACC-10071,2025-03-04,70416.0,USD,wire,succeeded
PAY-0304928,INV-0205621,ACC-10071,2026-01-22,70416.0,USD,wire,succeeded
PAY-0304929,INV-0205622,ACC-10071,2023-03-09,18700.0,USD,ach,succeeded
PAY-0304930,INV-0205624,ACC-10071,2023-04-28,501480.0,USD,wire,succeeded
PAY-0304931,INV-0205625,ACC-10071,2023-05-05,501480.0,USD,wire,succeeded
PAY-0304932,INV-0205627,ACC-10071,2023-07-13,501480.0,USD,wire,succeeded
PAY-0304933,INV-0205628,ACC-10071,2023-07-09,501480.0,USD,wire,succeeded
PAY-0304934,INV-0205629,ACC-10071,2023-09-10,501480.0,USD,wire,succeeded
PAY-0304935,INV-0205630,ACC-10071,2023-10-05,501480.0,USD,ach,succeeded
PAY-0304936,INV-0205631,ACC-10071,2023-11-05,501480.0,USD,credit_card,succeeded
PAY-0304937,INV-0205632,ACC-10071,2023-12-27,501480.0,USD,wire,succeeded
PAY-0304938,INV-0205633,ACC-10071,2024-01-19,501480.0,USD,ach,succeeded
PAY-0304939,INV-0205634,ACC-10071,2024-01-20,501480.0,USD,credit_card,succeeded
PAY-0304940,INV-0205635,ACC-10071,2024-03-07,501480.0,USD,ach,succeeded
PAY-0304941,INV-0205636,ACC-10071,2024-03-19,501480.0,USD,ach,succeeded
PAY-0304942,INV-0205637,ACC-10071,2024-05-16,501480.0,USD,wire,succeeded
