line_item_id,contract_id,account_id,sku,category,quantity,list_price_usd,discount_pct,unit_price,currency,billing_freq,start_date,end_date
LI-0501392,CON-070153,ACC-10039,SUP-GOL-EDGE,support,10,10000.0,0.15,8500.0,USD,annual,2025-02-05,2028-02-05
LI-0501393,CON-070153,ACC-10039,WAP-1500,hardware,18,1414.29,0.2,1131.43,USD,one_time,2025-02-05,2028-02-05
LI-0501394,CON-070153,ACC-10039,FW-1700,hardware,15,65000.0,0.2,52000.0,USD,one_time,2027-06-19,2028-02-05
LI-0501395,CON-070153,ACC-10039,SUP-BRO-EDGE,support,4,4500.0,0.1,4050.0,USD,annual,2025-02-05,2028-02-05
LI-0501396,CON-070154,ACC-10039,SD-1200,hardware,10,12285.71,0.1,11057.14,USD,one_time,2025-05-19,2027-05-19
LI-0501397,CON-070154,ACC-10039,CR-1700,hardware,10,180000.0,0.3,126000.0,USD,one_time,2025-05-19,2027-05-19
LI-0501398,CON-070154,ACC-10039,SUP-GOL-EDGE,support,6,10000.0,0.05,9500.0,USD,annual,2025-05-19,2027-05-19
LI-0501399,CON-070154,ACC-10039,PS-OT,services,1,38000.0,0.05,36100.0,USD,one_time,2025-05-19,2027-05-19
LI-0501400,CON-070154,ACC-10039,SW-SDC-130,software_subscription,1043,650.0,0.3,455.0,USD,annual,2025-05-19,2027-05-19
LI-0501401,CON-070154,ACC-10039,SW-NOC-130,software_subscription,307,146.25,0.05,138.94,USD,monthly,2025-05-19,2027-05-19
LI-0501402,CON-070154,ACC-10039,SD-1100,hardware,4,9142.86,0.05,8685.72,USD,one_time,2026-11-30,2027-05-19
LI-0501403,CON-070154,ACC-10039,SW-NOC-110,software_subscription,332,78.75,0.2,63.0,USD,monthly,2025-05-19,2027-05-19
LI-0501404,CON-070154,ACC-10039,WAP-1400,hardware,7,1221.43,0.2,977.14,USD,one_time,2025-05-19,2027-05-19
LI-0501405,CON-070154,ACC-10039,FW-1500,hardware,16,48714.29,0.05,46278.58,USD,one_time,2025-05-19,2027-05-19
LI-0501406,CON-070154,ACC-10039,SUP-GOL-CORE,support,1,20000.0,0.1,18000.0,USD,annual,2025-05-19,2027-05-19
LI-0501407,CON-070154,ACC-10039,SW-NOC-110,software_subscription,307,78.75,0.2,63.0,USD,annual,2025-05-19,2027-05-19
LI-0501408,CON-070154,ACC-10039,SW-SDC-120,software_subscription,653,500.0,0.1,450.0,USD,monthly,2025-05-19,2027-05-19
LI-0501409,CON-070155,ACC-10040,CR-1700,hardware,6,180000.0,0.2,144000.0,USD,one_time,2022-05-21,2025-05-21
LI-0501410,CON-070155,ACC-10040,PS-CID,services,1,140000.0,0.35,91000.0,USD,one_time,2022-05-21,2025-05-21
LI-0501411,CON-070155,ACC-10040,LB-1300,hardware,6,55000.0,0.2,44000.0,USD,one_time,2022-05-21,2025-05-21
LI-0501412,CON-070155,ACC-10040,SUP-SIL-CORE,support,22,13500.0,0.3,9450.0,USD,annual,2022-05-21,2025-05-21
LI-0501413,CON-070155,ACC-10040,SW-SDC-130,software_subscription,680,650.0,0.15,552.5,USD,monthly,2022-05-21,2025-05-21
LI-0501414,CON-070155,ACC-10040,SW-SEC-110,software_subscription,1066,107.5,0.2,86.0,USD,annual,2022-05-21,2025-05-21
LI-0501415,CON-070155,ACC-10040,PS-HCA,services,1,18000.0,0.05,17100.0,USD,one_time,2022-05-21,2025-05-21
LI-0501416,CON-070155,ACC-10040,SUP-SIL-EDGE,support,19,6750.0,0.1,6075.0,USD,annual,2022-05-21,2025-05-21
LI-0501417,CON-070155,ACC-10040,SD-1200,hardware,17,12285.71,0.3,8600.0,USD,one_time,2022-05-21,2025-05-21
LI-0501418,CON-070155,ACC-10040,SUP-PLA-EDGE,support,2,13750.0,0.1,12375.0,USD,annual,2022-05-21,2025-05-21
LI-0501419,CON-070156,ACC-10040,FW-1600,hardware,15,56857.14,0.25,42642.86,USD,one_time,2024-07-23,2027-07-23
LI-0501420,CON-070156,ACC-10040,SUP-BRO-DC,support,15,15750.0,0.15,13387.5,USD,annual,2024-07-23,2027-07-23
LI-0501421,CON-070156,ACC-10040,SD-1500,hardware,26,21714.29,0.0,21714.29,USD,one_time,2024-07-23,2027-07-23
LI-0501422,CON-070156,ACC-10040,WAP-1400,hardware,24,1221.43,0.25,916.07,USD,one_time,2024-07-23,2027-07-23
LI-0501423,CON-070156,ACC-10040,SD-1200,hardware,4,12285.71,0.1,11057.14,USD,one_time,2024-07-23,2027-07-23
LI-0501424,CON-070156,ACC-10040,PS-IS,services,1,45000.0,0.3,31500.0,USD,one_time,2024-07-23,2027-07-23
LI-0501425,CON-070156,ACC-10040,SUP-BRO-DC,support,11,15750.0,0.05,14962.5,USD,annual,2024-07-23,2027-07-23
LI-0501426,CON-070156,ACC-10040,PS-CID,services,1,140000.0,0.05,133000.0,USD,one_time,2024-07-23,2027-07-23
LI-0501427,CON-070156,ACC-10040,AX-1500,hardware,26,9285.71,0.1,8357.14,USD,one_time,2024-07-23,2027-07-23
LI-0501428,CON-070157,ACC-10040,SW-NOC-140,software_subscription,891,180.0,0.15,153.0,USD,monthly,2024-04-22,2026-04-22
LI-0501429,CON-070157,ACC-10040,PS-IE,services,1,180000.0,0.25,135000.0,USD,one_time,2024-04-22,2026-04-22
LI-0501430,CON-070157,ACC-10040,FW-1700,hardware,15,65000.0,0.0,65000.0,USD,one_time,2024-04-22,2026-04-22
LI-0501431,CON-070157,ACC-10040,SW-OBS-110,software_subscription,525,48.75,0.3,34.12,USD,monthly,2024-04-22,2026-04-22
LI-0501432,CON-070157,ACC-10040,SUP-GOL-CORE,support,2,20000.0,0.15,17000.0,USD,annual,2024-04-22,2026-04-22
LI-0501433,CON-070157,ACC-10040,SUP-PLA-DC,support,17,48125.0,0.05,45718.75,USD,annual,2024-04-22,2026-04-22
LI-0501434,CON-070157,ACC-10040,SW-SDC-110,software_subscription,496,350.0,0.0,350.0,USD,monthly,2024-04-22,2026-04-22
LI-0501435,CON-070157,ACC-10040,SW-NOC-110,software_subscription,623,78.75,0.35,51.19,USD,monthly,2024-04-22,2026-04-22
LI-0501436,CON-070157,ACC-10040,SUP-BRO-DC,support,13,15750.0,0.15,13387.5,USD,annual,2024-04-22,2026-04-22
LI-0501437,CON-070157,ACC-10040,SW-SDC-130,software_subscription,1155,650.0,0.25,487.5,USD,monthly,2024-04-22,2026-04-22
LI-0501438,CON-070157,ACC-10040,SW-NOC-130,software_subscription,1299,146.25,0.2,117.0,USD,monthly,2024-04-22,2026-04-22
LI-0501439,CON-070157,ACC-10040,LB-1100,hardware,6,35000.0,0.0,35000.0,USD,one_time,2024-04-22,2026-04-22
LI-0501440,CON-070158,ACC-10040,SW-ZTN-140,software_subscription,281,140.0,0.15,119.0,USD,monthly,2022-12-16,2023-12-16
LI-0501441,CON-070158,ACC-10040,PS-IE,services,1,180000.0,0.25,135000.0,USD,one_time,2022-12-16,2023-12-16
LI-0501442,CON-070158,ACC-10040,SW-SDC-110,software_subscription,436,350.0,0.2,280.0,USD,monthly,2022-12-16,2023-12-16
LI-0501443,CON-070158,ACC-10040,AX-1100,hardware,24,3857.14,0.0,3857.14,USD,one_time,2022-12-16,2023-12-16
LI-0501444,CON-070159,ACC-10041,SUP-SIL-EDGE,support,20,6750.0,0.15,5737.5,USD,annual,2025-10-14,2027-10-14
LI-0501445,CON-070159,ACC-10041,LB-1600,hardware,28,85000.0,0.25,63750.0,USD,one_time,2025-10-14,2027-10-14
LI-0501446,CON-070159,ACC-10041,AX-1700,hardware,18,12000.0,0.1,10800.0,USD,one_time,2025-10-14,2027-10-14
LI-0501447,CON-070159,ACC-10041,SUP-GOL-CORE,support,2,20000.0,0.15,17000.0,USD,annual,2025-10-14,2027-10-14
LI-0501448,CON-070159,ACC-10041,SUP-BRO-EDGE,support,18,4500.0,0.2,3600.0,USD,annual,2025-10-14,2027-10-14
LI-0501449,CON-070159,ACC-10041,SW-SEC-140,software_subscription,1049,250.0,0.1,225.0,USD,annual,2025-10-14,2027-10-14
LI-0501450,CON-070159,ACC-10041,SW-SEC-130,software_subscription,303,202.5,0.35,131.62,USD,monthly,2026-01-10,2027-10-14
LI-0501451,CON-070159,ACC-10041,SW-NOC-110,software_subscription,951,78.75,0.15,66.94,USD,annual,2025-10-14,2027-10-14
LI-0501452,CON-070159,ACC-10041,SUP-PLA-CORE,support,5,27500.0,0.15,23375.0,USD,annual,2025-10-14,2027-10-14
LI-0501453,CON-070159,ACC-10041,SW-NOC-140,software_subscription,1812,180.0,0.15,153.0,USD,monthly,2025-10-14,2027-10-14
LI-0501454,CON-070159,ACC-10041,SW-SEC-120,software_subscription,180,155.0,0.1,139.5,USD,annual,2025-10-14,2027-10-14
LI-0501455,CON-070159,ACC-10041,SW-NOC-140,software_subscription,923,180.0,0.3,126.0,USD,monthly,2025-10-14,2027-10-14
LI-0501456,CON-070160,ACC-10041,WAP-1700,hardware,5,1800.0,0.2,1440.0,USD,one_time,2025-01-14,2026-01-14
LI-0501457,CON-070160,ACC-10041,SUP-BRO-CORE,support,15,9000.0,0.1,8100.0,USD,annual,2025-01-14,2026-01-14
LI-0501458,CON-070160,ACC-10041,SW-NOC-110,software_subscription,1121,78.75,0.3,55.12,USD,annual,2025-01-14,2026-01-14
LI-0501459,CON-070160,ACC-10041,SW-NOC-110,software_subscription,1087,78.75,0.15,66.94,USD,monthly,2025-01-14,2026-01-14
LI-0501460,CON-070160,ACC-10041,PS-MS,services,1,95000.0,0.2,76000.0,USD,one_time,2025-01-14,2026-01-14
LI-0501461,CON-070160,ACC-10041,SW-OBS-110,software_subscription,1774,48.75,0.05,46.31,USD,annual,2025-01-14,2026-01-14
LI-0501462,CON-070160,ACC-10041,AX-1300,hardware,5,6571.43,0.2,5257.14,USD,one_time,2025-01-14,2026-01-14
LI-0501463,CON-070160,ACC-10041,SUP-GOL-EDGE,support,12,10000.0,0.2,8000.0,USD,annual,2025-01-14,2026-01-14
LI-0501464,CON-070160,ACC-10041,SW-SDC-140,software_subscription,331,800.0,0.25,600.0,USD,monthly,2025-01-14,2026-01-14
LI-0501465,CON-070160,ACC-10041,SW-ZTN-130,software_subscription,514,113.75,0.1,102.38,USD,annual,2025-01-14,2026-01-14
LI-0501466,CON-070161,ACC-10041,CR-1200,hardware,15,83571.43,0.1,75214.29,USD,one_time,2025-07-16,2028-07-16
LI-0501467,CON-070161,ACC-10041,SW-OBS-130,software_subscription,1818,96.25,0.1,86.62,USD,monthly,2025-07-16,2028-07-16
LI-0501468,CON-070161,ACC-10041,SUP-SIL-DC,support,2,23625.0,0.3,16537.5,USD,annual,2025-07-16,2028-07-16
LI-0501469,CON-070161,ACC-10041,SW-ZTN-130,software_subscription,1244,113.75,0.0,113.75,USD,annual,2025-07-16,2028-07-16
LI-0501470,CON-070161,ACC-10041,SUP-PLA-CORE,support,10,27500.0,0.05,26125.0,USD,annual,2025-07-16,2028-07-16
LI-0501471,CON-070161,ACC-10041,SUP-PLA-DC,support,2,48125.0,0.2,38500.0,USD,annual,2025-07-16,2028-07-16
LI-0501472,CON-070161,ACC-10041,SW-ZTN-140,software_subscription,390,140.0,0.1,126.0,USD,monthly,2025-07-16,2028-07-16
LI-0501473,CON-070161,ACC-10041,SUP-PLA-DC,support,18,48125.0,0.25,36093.75,USD,annual,2025-07-16,2028-07-16
LI-0501474,CON-070161,ACC-10041,PS-IE,services,1,180000.0,0.15,153000.0,USD,one_time,2026-10-02,2028-07-16
LI-0501475,CON-070161,ACC-10041,SW-SDC-140,software_subscription,843,800.0,0.25,600.0,USD,annual,2025-07-16,2028-07-16
LI-0501476,CON-070162,ACC-10042,WAP-1100,hardware,5,642.86,0.25,482.14,USD,one_time,2025-05-09,2028-05-09
LI-0501477,CON-070162,ACC-10042,AX-1300,hardware,16,6571.43,0.3,4600.0,USD,one_time,2025-05-09,2028-05-09
LI-0501478,CON-070162,ACC-10042,WAP-1600,hardware,20,1607.14,0.15,1366.07,USD,one_time,2025-05-09,2028-05-09
LI-0501479,CON-070162,ACC-10042,SW-NOC-110,software_subscription,480,78.75,0.0,78.75,USD,annual,2025-05-09,2028-05-09
LI-0501480,CON-070162,ACC-10042,WAP-1100,hardware,11,642.86,0.05,610.72,USD,one_time,2025-05-09,2028-05-09
LI-0501481,CON-070162,ACC-10042,SW-ZTN-120,software_subscription,148,87.5,0.3,61.25,USD,annual,2025-05-09,2028-05-09
LI-0501482,CON-070162,ACC-10042,SUP-PLA-CORE,support,7,27500.0,0.0,27500.0,USD,annual,2025-05-09,2028-05-09
LI-0501483,CON-070162,ACC-10042,SW-SEC-140,software_subscription,1201,250.0,0.15,212.5,USD,monthly,2025-05-09,2028-05-09
LI-0501484,CON-070162,ACC-10042,SUP-GOL-DC,support,11,35000.0,0.15,29750.0,USD,annual,2025-05-09,2028-05-09
LI-0501485,CON-070162,ACC-10042,SW-NOC-110,software_subscription,168,78.75,0.05,74.81,USD,annual,2025-05-09,2028-05-09
LI-0501486,CON-070162,ACC-10042,AX-1500,hardware,7,9285.71,0.25,6964.28,USD,one_time,2025-11-29,2028-05-09
LI-0501487,CON-070163,ACC-10042,SW-ZTN-120,software_subscription,434,87.5,0.1,78.75,USD,annual,2022-12-22,2025-12-22
LI-0501488,CON-070163,ACC-10042,SUP-BRO-CORE,support,12,9000.0,0.35,5850.0,USD,annual,2022-12-22,2025-12-22
LI-0501489,CON-070163,ACC-10042,SW-OBS-120,software_subscription,358,72.5,0.2,58.0,USD,monthly,2022-12-22,2025-12-22
LI-0501490,CON-070163,ACC-10042,SW-SEC-140,software_subscription,852,250.0,0.15,212.5,USD,monthly,2022-12-22,2025-12-22
LI-0501491,CON-070163,ACC-10042,SW-SEC-140,software_subscription,622,250.0,0.25,187.5,USD,annual,2022-12-22,2025-12-22
LI-0501492,CON-070163,ACC-10042,LB-1100,hardware,20,35000.0,0.0,35000.0,USD,one_time,2022-12-22,2025-12-22
LI-0501493,CON-070163,ACC-10042,SUP-GOL-CORE,support,3,20000.0,0.05,19000.0,USD,annual,2022-12-22,2025-12-22
LI-0501494,CON-070163,ACC-10042,WAP-1300,hardware,12,1028.57,0.2,822.86,USD,one_time,2022-12-22,2025-12-22
LI-0501495,CON-070163,ACC-10042,SUP-GOL-CORE,support,14,20000.0,0.1,18000.0,USD,annual,2022-12-22,2025-12-22
LI-0501496,CON-070163,ACC-10042,SD-1500,hardware,22,21714.29,0.2,17371.43,USD,one_time,2022-12-22,2025-12-22
LI-0501497,CON-070163,ACC-10042,CR-1300,hardware,14,102857.14,0.25,77142.86,USD,one_time,2024-03-16,2025-12-22
LI-0501498,CON-070163,ACC-10042,WAP-1700,hardware,3,1800.0,0.15,1530.0,USD,one_time,2022-12-22,2025-12-22
LI-0501499,CON-070163,ACC-10042,SUP-SIL-CORE,support,18,13500.0,0.2,10800.0,USD,annual,2022-12-22,2025-12-22
LI-0501500,CON-070164,ACC-10042,SW-SDC-130,software_subscription,627,650.0,0.3,455.0,USD,monthly,2023-06-11,2028-06-11
LI-0501501,CON-070164,ACC-10042,SW-SDC-110,software_subscription,1114,350.0,0.25,262.5,USD,monthly,2023-06-11,2028-06-11
LI-0501502,CON-070164,ACC-10042,SW-NOC-130,software_subscription,679,146.25,0.15,124.31,USD,annual,2023-06-11,2028-06-11
LI-0501503,CON-070164,ACC-10042,SUP-GOL-CORE,support,7,20000.0,0.15,17000.0,USD,annual,2023-06-11,2028-06-11
LI-0501504,CON-070164,ACC-10042,SW-SEC-130,software_subscription,53,202.5,0.15,172.12,USD,monthly,2026-05-31,2028-06-11
LI-0501505,CON-070164,ACC-10042,SUP-PLA-DC,support,11,48125.0,0.15,40906.25,USD,annual,2023-06-11,2028-06-11
LI-0501506,CON-070164,ACC-10042,WAP-1600,hardware,12,1607.14,0.1,1446.43,USD,one_time,2023-06-11,2028-06-11
LI-0501507,CON-070164,ACC-10042,SW-OBS-140,software_subscription,776,120.0,0.05,114.0,USD,monthly,2023-06-11,2028-06-11
LI-0501508,CON-070164,ACC-10042,SW-ZTN-130,software_subscription,180,113.75,0.0,113.75,USD,monthly,2023-06-11,2028-06-11
LI-0501509,CON-070164,ACC-10042,SW-NOC-120,software_subscription,282,112.5,0.15,95.62,USD,monthly,2023-06-11,2028-06-11
LI-0501510,CON-070165,ACC-10043,SW-SDC-140,software_subscription,1981,800.0,0.2,640.0,USD,monthly,2023-12-15,2025-12-15
LI-0501511,CON-070165,ACC-10043,SUP-PLA-DC,support,2,48125.0,0.0,48125.0,USD,annual,2023-12-15,2025-12-15
LI-0501512,CON-070165,ACC-10043,SUP-GOL-EDGE,support,11,10000.0,0.1,9000.0,USD,annual,2023-12-15,2025-12-15
LI-0501513,CON-070165,ACC-10043,AX-1300,hardware,17,6571.43,0.2,5257.14,USD,one_time,2023-12-15,2025-12-15
LI-0501514,CON-070165,ACC-10043,SUP-PLA-CORE,support,2,27500.0,0.05,26125.0,USD,annual,2023-12-15,2025-12-15
LI-0501515,CON-070165,ACC-10043,SW-SEC-110,software_subscription,857,107.5,0.2,86.0,USD,monthly,2023-12-15,2025-12-15
LI-0501516,CON-070165,ACC-10043,PS-NDW,services,1,22000.0,0.05,20900.0,USD,one_time,2023-12-15,2025-12-15
LI-0501517,CON-070165,ACC-10043,SW-ZTN-140,software_subscription,1811,140.0,0.0,140.0,USD,monthly,2023-12-15,2025-12-15
LI-0501518,CON-070165,ACC-10043,PS-NDW,services,1,22000.0,0.35,14300.0,USD,one_time,2024-05-17,2025-12-15
LI-0501519,CON-070165,ACC-10043,PS-HCA,services,1,18000.0,0.15,15300.0,USD,one_time,2023-12-15,2025-12-15
LI-0501520,CON-070165,ACC-10043,SUP-PLA-EDGE,support,5,13750.0,0.2,11000.0,USD,annual,2023-12-15,2025-12-15
LI-0501521,CON-070165,ACC-10043,CR-1600,hardware,20,160714.29,0.2,128571.43,USD,one_time,2023-12-15,2025-12-15
LI-0501522,CON-070166,ACC-10043,SUP-GOL-DC,support,20,35000.0,0.2,28000.0,USD,annual,2023-09-11,2028-09-11
LI-0501523,CON-070166,ACC-10043,SW-SDC-120,software_subscription,2333,500.0,0.05,475.0,USD,monthly,2023-09-11,2028-09-11
LI-0501524,CON-070166,ACC-10043,SW-NOC-130,software_subscription,399,146.25,0.2,117.0,USD,monthly,2023-09-11,2028-09-11
LI-0501525,CON-070166,ACC-10043,WAP-1200,hardware,8,835.71,0.0,835.71,USD,one_time,2023-09-11,2028-09-11
LI-0501526,CON-070166,ACC-10043,SW-SEC-130,software_subscription,2322,202.5,0.3,141.75,USD,annual,2023-09-11,2028-09-11
LI-0501527,CON-070166,ACC-10043,SUP-SIL-CORE,support,2,13500.0,0.15,11475.0,USD,annual,2023-09-11,2028-09-11
LI-0501528,CON-070166,ACC-10043,LB-1400,hardware,2,65000.0,0.25,48750.0,USD,one_time,2023-09-11,2028-09-11
LI-0501529,CON-070166,ACC-10043,WAP-1600,hardware,26,1607.14,0.15,1366.07,USD,one_time,2023-09-11,2028-09-11
LI-0501530,CON-070166,ACC-10043,SW-OBS-120,software_subscription,2275,72.5,0.3,50.75,USD,annual,2023-09-11,2028-09-11
LI-0501531,CON-070166,ACC-10043,SW-SEC-120,software_subscription,1197,155.0,0.0,155.0,USD,monthly,2023-09-11,2028-09-11
LI-0501532,CON-070166,ACC-10043,CR-1200,hardware,11,83571.43,0.0,83571.43,USD,one_time,2023-09-11,2028-09-11
LI-0501533,CON-070166,ACC-10043,SUP-GOL-DC,support,5,35000.0,0.05,33250.0,USD,annual,2023-09-11,2028-09-11
LI-0501534,CON-070167,ACC-10043,CR-1600,hardware,14,160714.29,0.15,136607.15,USD,one_time,2022-05-01,2023-05-01
LI-0501535,CON-070167,ACC-10043,PS-HCA,services,1,18000.0,0.0,18000.0,USD,one_time,2022-05-01,2023-05-01
LI-0501536,CON-070167,ACC-10043,SD-1500,hardware,5,21714.29,0.2,17371.43,USD,one_time,2022-05-01,2023-05-01
LI-0501537,CON-070167,ACC-10043,SUP-BRO-DC,support,5,15750.0,0.15,13387.5,USD,annual,2022-05-01,2023-05-01
LI-0501538,CON-070167,ACC-10043,SW-SDC-110,software_subscription,446,350.0,0.05,332.5,USD,monthly,2022-05-01,2023-05-01
LI-0501539,CON-070167,ACC-10043,SW-OBS-130,software_subscription,161,96.25,0.15,81.81,USD,monthly,2022-05-01,2023-05-01
LI-0501540,CON-070168,ACC-10043,SUP-BRO-EDGE,support,14,4500.0,0.1,4050.0,USD,annual,2022-07-26,2023-07-26
LI-0501541,CON-070168,ACC-10043,AX-1100,hardware,32,3857.14,0.2,3085.71,USD,one_time,2022-07-26,2023-07-26
LI-0501542,CON-070168,ACC-10043,SUP-BRO-EDGE,support,5,4500.0,0.3,3150.0,USD,annual,2022-07-26,2023-07-26
LI-0501543,CON-070168,ACC-10043,AX-1100,hardware,20,3857.14,0.1,3471.43,USD,one_time,2022-07-26,2023-07-26
LI-0501544,CON-070169,ACC-10044,PS-OT,services,1,38000.0,0.2,28148.15,EUR,one_time,2025-05-22,2027-05-22
LI-0501545,CON-070169,ACC-10044,PS-MS,services,1,95000.0,0.1,79166.67,EUR,one_time,2025-05-22,2027-05-22
LI-0501546,CON-070169,ACC-10044,SW-SDC-110,software_subscription,1085,350.0,0.0,324.07,EUR,monthly,2025-05-22,2027-05-22
LI-0501547,CON-070169,ACC-10044,WAP-1200,hardware,15,835.71,0.15,657.73,EUR,one_time,2025-05-22,2027-05-22
LI-0501548,CON-070169,ACC-10044,SUP-BRO-EDGE,support,21,4500.0,0.25,3125.0,EUR,annual,2025-05-22,2027-05-22
LI-0501549,CON-070169,ACC-10044,SW-SDC-110,software_subscription,2021,350.0,0.1,291.67,EUR,monthly,2025-05-22,2027-05-22
LI-0501550,CON-070169,ACC-10044,SUP-BRO-DC,support,2,15750.0,0.2,11666.67,EUR,annual,2025-05-22,2027-05-22
LI-0501551,CON-070169,ACC-10044,SW-ZTN-110,software_subscription,819,61.25,0.05,53.88,EUR,annual,2025-05-22,2027-05-22
LI-0501552,CON-070169,ACC-10044,FW-1200,hardware,15,24285.71,0.35,14616.4,EUR,one_time,2025-05-22,2027-05-22
LI-0501553,CON-070170,ACC-10044,SW-OBS-130,software_subscription,110,96.25,0.05,84.66,EUR,monthly,2025-09-14,2030-09-14
LI-0501554,CON-070170,ACC-10044,SUP-BRO-EDGE,support,15,4500.0,0.2,3333.33,EUR,annual,2025-09-14,2030-09-14
LI-0501555,CON-070170,ACC-10044,SUP-SIL-EDGE,support,26,6750.0,0.25,4687.5,EUR,annual,2025-09-14,2030-09-14
LI-0501556,CON-070170,ACC-10044,SD-1500,hardware,5,21714.29,0.15,17089.95,EUR,one_time,2025-09-14,2030-09-14
LI-0501557,CON-070170,ACC-10044,SUP-GOL-CORE,support,5,20000.0,0.2,14814.81,EUR,annual,2025-09-14,2030-09-14
LI-0501558,CON-070170,ACC-10044,SUP-SIL-CORE,support,26,13500.0,0.2,10000.0,EUR,annual,2025-09-14,2030-09-14
LI-0501559,CON-070170,ACC-10044,SW-SEC-110,software_subscription,1467,107.5,0.05,94.56,EUR,monthly,2025-09-14,2030-09-14
LI-0501560,CON-070170,ACC-10044,LB-1500,hardware,2,75000.0,0.15,59027.78,EUR,one_time,2025-09-14,2030-09-14
LI-0501561,CON-070170,ACC-10044,SW-NOC-130,software_subscription,877,146.25,0.2,108.33,EUR,annual,2025-09-14,2030-09-14
LI-0501562,CON-070170,ACC-10044,SD-1100,hardware,21,9142.86,0.05,8042.33,EUR,one_time,2025-09-14,2030-09-14
LI-0501563,CON-070170,ACC-10044,LB-1100,hardware,5,35000.0,0.35,21064.81,EUR,one_time,2025-09-14,2030-09-14
LI-0501564,CON-070170,ACC-10044,SW-ZTN-120,software_subscription,714,87.5,0.35,52.66,EUR,monthly,2025-09-14,2030-09-14
LI-0501565,CON-070170,ACC-10044,SW-SEC-120,software_subscription,2097,155.0,0.2,114.81,EUR,monthly,2025-09-14,2030-09-14
LI-0501566,CON-070170,ACC-10044,PS-IE,services,1,180000.0,0.0,166666.67,EUR,one_time,2025-09-14,2030-09-14
LI-0501567,CON-070171,ACC-10044,SUP-SIL-EDGE,support,13,6750.0,0.05,5937.5,EUR,annual,2023-10-31,2025-10-28
LI-0501568,CON-070171,ACC-10044,SW-NOC-140,software_subscription,1860,180.0,0.2,133.33,EUR,annual,2023-10-31,2025-10-28
LI-0501569,CON-070171,ACC-10044,LB-1700,hardware,28,95000.0,0.15,74768.52,EUR,one_time,2023-10-31,2025-10-28
LI-0501570,CON-070171,ACC-10044,SW-NOC-130,software_subscription,1931,146.25,0.3,94.79,EUR,monthly,2023-10-31,2025-10-28
LI-0501571,CON-070171,ACC-10044,FW-1100,hardware,26,16142.86,0.1,13452.38,EUR,one_time,2023-10-31,2025-10-28
LI-0501572,CON-070171,ACC-10044,SW-ZTN-140,software_subscription,239,140.0,0.25,97.22,EUR,annual,2023-10-31,2025-10-28
LI-0501573,CON-070171,ACC-10044,SW-SDC-110,software_subscription,2000,350.0,0.0,324.07,EUR,annual,2023-10-31,2025-10-28
LI-0501574,CON-070171,ACC-10044,SW-SDC-110,software_subscription,1828,350.0,0.2,259.26,EUR,monthly,2023-10-31,2025-10-28
LI-0501575,CON-070172,ACC-10044,SW-OBS-110,software_subscription,376,48.75,0.1,40.62,EUR,monthly,2024-06-13,2026-06-13
LI-0501576,CON-070172,ACC-10044,SW-NOC-140,software_subscription,305,180.0,0.25,125.0,EUR,monthly,2024-06-13,2026-06-13
LI-0501577,CON-070172,ACC-10044,SW-ZTN-130,software_subscription,571,113.75,0.2,84.26,EUR,monthly,2024-06-13,2026-06-13
LI-0501578,CON-070172,ACC-10044,CR-1100,hardware,26,64285.71,0.3,41666.66,EUR,one_time,2024-06-13,2026-06-13
LI-0501579,CON-070172,ACC-10044,SW-OBS-130,software_subscription,1091,96.25,0.2,71.3,EUR,monthly,2024-06-13,2026-06-13
LI-0501580,CON-070172,ACC-10044,SW-NOC-110,software_subscription,903,78.75,0.15,61.98,EUR,monthly,2024-06-13,2026-06-13
LI-0501581,CON-070172,ACC-10044,SW-ZTN-120,software_subscription,577,87.5,0.0,81.02,EUR,monthly,2024-06-13,2026-06-13
LI-0501582,CON-070173,ACC-10045,SUP-PLA-CORE,support,26,27500.0,0.15,23375.0,USD,annual,2022-09-16,2023-09-16
LI-0501583,CON-070173,ACC-10045,AX-1700,hardware,18,12000.0,0.2,9600.0,USD,one_time,2023-03-12,2023-09-16
LI-0501584,CON-070173,ACC-10045,FW-1700,hardware,8,65000.0,0.15,55250.0,USD,one_time,2022-09-16,2023-09-16
LI-0501585,CON-070173,ACC-10045,FW-1500,hardware,10,48714.29,0.2,38971.43,USD,one_time,2022-09-16,2023-09-16
LI-0501586,CON-070173,ACC-10045,SUP-GOL-CORE,support,8,20000.0,0.15,17000.0,USD,annual,2022-09-16,2023-09-16
LI-0501587,CON-070173,ACC-10045,CR-1300,hardware,32,102857.14,0.35,66857.14,USD,one_time,2022-09-16,2023-09-16
LI-0501588,CON-070173,ACC-10045,SUP-PLA-DC,support,2,48125.0,0.0,48125.0,USD,annual,2022-09-16,2023-09-16
LI-0501589,CON-070173,ACC-10045,FW-1600,hardware,24,56857.14,0.15,48328.57,USD,one_time,2022-09-16,2023-09-16
LI-0501590,CON-070173,ACC-10045,PS-IE,services,1,180000.0,0.15,153000.0,USD,one_time,2022-09-16,2023-09-16
LI-0501591,CON-070173,ACC-10045,PS-EE,services,1,320000.0,0.2,256000.0,USD,one_time,2022-09-16,2023-09-16
LI-0501592,CON-070173,ACC-10045,SW-SEC-130,software_subscription,1431,202.5,0.1,182.25,USD,monthly,2022-09-16,2023-09-16
LI-0501593,CON-070173,ACC-10045,SW-SDC-110,software_subscription,229,350.0,0.15,297.5,USD,monthly,2022-09-16,2023-09-16
