contract_id,account_id,msa_ref,start_date,end_date,term_years,total_value_usd,currency,payment_terms_days,status,auto_renew,renewal_notice_days,sold_via_partner
CON-070241,ACC-10072,MSA-10072-7,2024-02-02,2027-02-02,3,213671.29,USD,45,active,True,60,False
CON-070242,ACC-10073,MSA-10073-7,2024-02-16,2029-02-16,5,1045039.83,USD,30,active,False,90,False
CON-070243,ACC-10074,MSA-10074-9,2025-02-07,2026-02-07,1,1737083.36,USD,30,expired,True,30,True
CON-070244,ACC-10075,MSA-10075-9,2022-06-12,2025-06-12,3,3402050.2,USD,30,expired,False,90,False
CON-070245,ACC-10075,MSA-10075-6,2022-05-05,2025-05-05,3,2711284.51,USD,30,expired,True,60,False
CON-070246,ACC-10076,MSA-10076-2,2024-02-07,2029-02-07,5,15318172.5,USD,30,active,False,90,True
CON-070247,ACC-10076,MSA-10076-3,2023-04-05,2026-04-05,3,12632836.09,USD,90,terminated,False,90,True
CON-070248,ACC-10076,MSA-10076-9,2023-05-17,2026-05-17,3,35871089.99,USD,30,active,False,90,False
CON-070249,ACC-10077,MSA-10077-9,2024-04-03,2025-04-03,1,354247.72,EUR,60,expired,True,90,False
CON-070250,ACC-10077,MSA-10077-6,2022-01-16,2023-01-16,1,3483955.03,EUR,30,expired,True,30,True
CON-070251,ACC-10077,MSA-10077-1,2023-08-07,2024-08-07,1,958825.38,EUR,30,expired,True,90,True
CON-070252,ACC-10078,MSA-10078-9,2025-03-15,2026-03-15,1,1694385.03,USD,60,expired,True,60,True
CON-070253,ACC-10078,MSA-10078-5,2025-02-17,2028-02-17,3,15031621.5,USD,45,active,False,60,False
CON-070254,ACC-10079,MSA-10079-7,2024-03-14,2027-03-14,3,26210941.52,USD,30,active,True,30,True
CON-070255,ACC-10079,MSA-10079-6,2024-06-24,2026-06-24,2,3677611.68,USD,45,active,False,60,True
CON-070256,ACC-10079,MSA-10079-4,2025-02-06,2028-02-06,3,11333400.0,USD,30,active,False,120,True
CON-070257,ACC-10080,MSA-10080-1,2022-03-15,2025-03-15,3,5972187.73,USD,45,expired,True,90,False
CON-070258,ACC-10080,MSA-10080-1,2024-07-28,2029-07-28,5,71885684.25,USD,30,active,True,30,True
CON-070259,ACC-10081,MSA-10081-4,2024-09-03,2027-09-03,3,4871405.11,EUR,90,active,True,90,False
CON-070260,ACC-10081,MSA-10081-3,2025-12-22,2028-12-22,3,13142711.35,EUR,30,active,True,90,False
CON-070261,ACC-10082,MSA-10082-2,2024-01-31,2025-01-28,1,4372210.87,USD,45,expired,True,90,True
CON-070262,ACC-10083,MSA-10083-5,2022-01-29,2023-01-28,1,1516610.0,EUR,30,expired,False,90,False
CON-070263,ACC-10084,MSA-10084-7,2022-01-06,2027-01-06,5,1845995.0,USD,60,active,False,60,False
CON-070264,ACC-10084,MSA-10084-4,2025-12-17,2028-12-17,3,1404082.0,USD,45,active,False,30,True
CON-070265,ACC-10085,MSA-10085-5,2023-01-02,2026-01-02,3,219907.5,JPY,30,terminated,True,90,False
CON-070266,ACC-10086,MSA-10086-9,2024-03-26,2025-03-26,1,408019.19,USD,30,expired,False,90,False
CON-070267,ACC-10086,MSA-10086-9,2022-03-20,2024-03-20,2,3169163.19,USD,30,expired,True,90,False
CON-070268,ACC-10087,MSA-10087-2,2025-09-29,2028-09-28,3,9980512.49,USD,60,active,False,60,False
CON-070269,ACC-10087,MSA-10087-6,2023-05-21,2025-05-21,2,1880775.72,USD,45,terminated,False,90,False
CON-070270,ACC-10087,MSA-10087-6,2024-12-07,2029-12-07,5,13267522.83,USD,30,active,True,60,False
CON-070271,ACC-10087,MSA-10087-7,2024-02-13,2026-02-13,2,5334412.71,USD,30,expired,False,60,False
CON-070272,ACC-10088,MSA-10088-8,2023-09-08,2028-09-08,5,10269250.94,USD,45,active,False,90,False
CON-070273,ACC-10088,MSA-10088-1,2024-08-07,2027-08-07,3,1119488.58,USD,30,active,True,90,False
CON-070274,ACC-10089,MSA-10089-9,2024-01-26,2026-01-26,2,2424107.44,USD,30,expired,False,90,False
CON-070275,ACC-10090,MSA-10090-7,2023-12-11,2024-12-11,1,7606424.31,EUR,30,expired,True,90,False
CON-070276,ACC-10090,MSA-10090-3,2023-07-31,2026-07-28,3,4873209.49,EUR,30,active,True,60,False
CON-070277,ACC-10090,MSA-10090-9,2024-05-04,2025-05-04,1,241605.38,EUR,30,expired,True,90,False
CON-070278,ACC-10091,MSA-10091-2,2024-10-07,2027-10-07,3,2484484.3,USD,45,active,False,90,False
CON-070279,ACC-10091,MSA-10091-3,2024-06-06,2029-06-06,5,5423877.51,USD,30,active,True,90,False
CON-070280,ACC-10091,MSA-10091-6,2025-10-07,2026-10-07,1,378717.9,USD,60,active,True,90,False
CON-070281,ACC-10091,MSA-10091-8,2023-04-06,2024-04-06,1,320785.58,USD,45,expired,False,90,False
CON-070282,ACC-10092,MSA-10092-3,2023-10-17,2025-10-17,2,1591153.94,USD,30,expired,False,90,False
CON-070283,ACC-10092,MSA-10092-9,2022-12-08,2025-12-08,3,2876908.5,USD,45,expired,True,30,False
CON-070284,ACC-10093,MSA-10093-6,2024-08-08,2027-08-08,3,13156283.03,USD,90,active,True,90,True
CON-070285,ACC-10093,MSA-10093-7,2025-05-16,2030-05-16,5,9034055.86,USD,90,active,False,30,False
CON-070286,ACC-10094,MSA-10094-5,2025-05-28,2026-05-28,1,1185223.32,USD,30,active,False,60,False
CON-070287,ACC-10095,MSA-10095-3,2022-10-14,2023-10-14,1,225400.72,USD,30,terminated,False,90,True
CON-070288,ACC-10095,MSA-10095-1,2023-06-16,2028-06-16,5,31277417.5,USD,45,active,False,60,True
CON-070289,ACC-10095,MSA-10095-4,2024-12-09,2027-12-09,3,3889786.58,USD,30,active,True,30,False
CON-070290,ACC-10095,MSA-10095-4,2024-07-23,2027-07-23,3,5426463.8,USD,30,active,False,30,True
CON-070291,ACC-10096,MSA-10096-2,2023-05-31,2025-05-28,2,11323703.88,USD,60,expired,False,30,False
CON-070292,ACC-10096,MSA-10096-7,2024-06-26,2025-06-26,1,2294456.02,USD,30,expired,False,30,False
CON-070293,ACC-10097,MSA-10097-5,2023-06-23,2026-06-23,3,2549839.5,USD,30,active,True,90,True
CON-070294,ACC-10097,MSA-10097-5,2024-02-04,2029-02-04,5,6292033.93,USD,30,active,True,60,True
CON-070295,ACC-10098,MSA-10098-4,2022-06-01,2027-06-01,5,11775327.4,USD,90,active,True,60,False
CON-070296,ACC-10098,MSA-10098-6,2023-11-14,2028-11-14,5,1148820.86,USD,30,active,False,90,False
CON-070297,ACC-10099,MSA-10099-7,2023-11-15,2025-11-15,2,514471.95,USD,30,expired,False,30,False
CON-070298,ACC-10099,MSA-10099-4,2024-08-11,2027-08-11,3,711743.25,USD,30,active,False,30,True
CON-070299,ACC-10100,MSA-10100-4,2025-08-31,2028-08-28,3,19528000.67,USD,30,active,False,90,False
CON-070300,ACC-10100,MSA-10100-2,2025-04-23,2027-04-23,2,2083380.0,USD,30,active,False,90,False
CON-070301,ACC-10100,MSA-10100-3,2024-01-07,2027-01-07,3,2177527.5,USD,30,active,True,60,False
CON-070302,ACC-10101,MSA-10101-3,2022-03-21,2025-03-21,3,748059.17,USD,30,expired,True,30,False
CON-070303,ACC-10102,MSA-10102-8,2022-03-03,2023-03-03,1,2912307.98,USD,45,expired,False,90,False
CON-070304,ACC-10102,MSA-10102-2,2023-06-11,2028-06-11,5,4912461.42,USD,30,active,False,90,False
CON-070305,ACC-10103,MSA-10103-1,2022-08-04,2025-08-04,3,1349071.44,USD,60,expired,False,30,False
CON-070306,ACC-10103,MSA-10103-6,2024-02-28,2027-02-28,3,14859612.87,USD,45,active,True,120,False
CON-070307,ACC-10104,MSA-10104-9,2022-09-16,2025-09-16,3,6207069.27,JPY,30,expired,True,120,False
CON-070308,ACC-10105,MSA-10105-3,2022-02-04,2023-02-04,1,1006702.0,USD,45,terminated,True,30,False
CON-070309,ACC-10105,MSA-10105-3,2025-06-02,2030-06-02,5,17425281.49,USD,30,active,False,30,False
CON-070310,ACC-10105,MSA-10105-5,2024-03-11,2029-03-11,5,9230434.12,USD,30,active,True,60,False
CON-070311,ACC-10105,MSA-10105-4,2024-08-13,2027-08-13,3,11201039.25,USD,30,active,False,90,False
CON-070312,ACC-10106,MSA-10106-6,2025-09-25,2026-09-25,1,3324259.34,EUR,60,active,True,90,True
CON-070313,ACC-10106,MSA-10106-2,2024-04-24,2027-04-24,3,3816438.82,EUR,30,active,False,90,False
CON-070314,ACC-10107,MSA-10107-7,2023-10-03,2026-10-03,3,7947355.96,USD,60,active,True,60,False
CON-070315,ACC-10108,MSA-10108-5,2023-08-25,2024-08-25,1,5634607.56,USD,60,expired,True,30,False
CON-070316,ACC-10108,MSA-10108-9,2024-01-17,2025-01-17,1,2821532.96,USD,30,expired,False,60,False
CON-070317,ACC-10108,MSA-10108-8,2023-04-04,2025-04-04,2,2550217.25,USD,30,terminated,True,90,False
CON-070318,ACC-10108,MSA-10108-3,2025-11-28,2028-11-28,3,4547673.6,USD,45,active,True,60,False
CON-070319,ACC-10109,MSA-10109-5,2024-05-31,2025-05-28,1,1324455.3,USD,30,expired,True,30,False
CON-070320,ACC-10109,MSA-10109-8,2025-03-09,2027-03-09,2,5096397.18,USD,45,active,False,90,False
CON-070321,ACC-10109,MSA-10109-8,2025-01-27,2030-01-27,5,5998635.39,USD,30,active,False,90,False
CON-070322,ACC-10110,MSA-10110-6,2024-05-23,2025-05-23,1,2602349.87,GBP,45,expired,False,90,False
CON-070323,ACC-10110,MSA-10110-5,2022-04-18,2025-04-18,3,17473700.87,GBP,30,terminated,True,60,False
CON-070324,ACC-10110,MSA-10110-6,2025-08-31,2028-08-28,3,4790927.87,GBP,90,active,True,30,False
CON-070325,ACC-10111,MSA-10111-3,2025-11-24,2030-11-24,5,891617.49,USD,45,active,True,90,False
CON-070326,ACC-10111,MSA-10111-6,2022-03-26,2024-03-26,2,2824029.82,USD,45,expired,True,60,False
CON-070327,ACC-10112,MSA-10112-7,2025-11-02,2030-11-02,5,9278359.77,USD,45,active,True,60,False
CON-070328,ACC-10113,MSA-10113-3,2025-06-08,2027-06-08,2,761863.97,USD,90,active,False,60,False
CON-070329,ACC-10114,MSA-10114-8,2024-04-11,2025-04-11,1,2297831.0,USD,30,expired,True,90,False
CON-070330,ACC-10114,MSA-10114-9,2025-07-01,2027-07-01,2,917145.11,USD,30,active,False,60,False
CON-070331,ACC-10115,MSA-10115-6,2022-05-14,2027-05-14,5,1724514.29,USD,30,active,False,90,False
CON-070332,ACC-10116,MSA-10116-4,2025-12-11,2027-12-11,2,2400612.38,USD,30,active,False,60,False
CON-070333,ACC-10116,MSA-10116-8,2025-09-21,2030-09-21,5,6472743.75,USD,45,active,False,90,False
CON-070334,ACC-10116,MSA-10116-5,2025-03-06,2028-03-06,3,3485035.12,USD,30,active,False,120,False
CON-070335,ACC-10117,MSA-10117-5,2022-12-08,2025-12-08,3,7124382.15,USD,45,expired,False,30,True
CON-070336,ACC-10118,MSA-10118-6,2024-11-15,2029-11-15,5,12992924.62,USD,30,active,False,60,False
CON-070337,ACC-10118,MSA-10118-2,2025-06-18,2030-06-18,5,2606699.27,USD,45,active,True,60,False
CON-070338,ACC-10118,MSA-10118-4,2025-11-05,2027-11-05,2,1284226.64,USD,30,active,True,90,False
CON-070339,ACC-10119,MSA-10119-5,2025-12-10,2026-12-10,1,340125.58,USD,30,active,True,60,False
CON-070340,ACC-10120,MSA-10120-7,2022-05-09,2025-05-09,3,4216191.85,USD,30,expired,True,60,False
CON-070341,ACC-10121,MSA-10121-8,2024-04-05,2025-04-05,1,1298351.15,USD,60,expired,False,90,False
CON-070342,ACC-10121,MSA-10121-6,2024-10-19,2025-10-19,1,7075067.78,USD,60,expired,False,90,False
CON-070343,ACC-10121,MSA-10121-4,2022-09-20,2025-09-20,3,3155013.6,USD,45,expired,True,60,False
CON-070344,ACC-10122,MSA-10122-2,2023-10-04,2025-10-04,2,4056634.99,EUR,30,terminated,True,90,False
CON-070345,ACC-10122,MSA-10122-9,2022-05-05,2025-05-05,3,871621.2,EUR,30,terminated,True,30,False
CON-070346,ACC-10123,MSA-10123-1,2022-08-09,2023-08-09,1,1188866.79,USD,45,expired,False,60,False
CON-070347,ACC-10123,MSA-10123-1,2023-10-26,2028-10-26,5,1515973.6,USD,45,active,False,90,False
CON-070348,ACC-10123,MSA-10123-7,2025-02-16,2028-02-16,3,4131202.5,USD,30,active,False,90,False
CON-070349,ACC-10124,MSA-10124-7,2023-08-17,2025-08-17,2,3302220.16,USD,30,expired,True,90,False
CON-070350,ACC-10124,MSA-10124-7,2023-08-08,2025-08-08,2,1173768.6,USD,30,terminated,False,90,False
CON-070351,ACC-10125,MSA-10125-7,2025-05-17,2027-05-17,2,450684.86,USD,30,active,False,60,False
CON-070352,ACC-10125,MSA-10125-8,2022-11-23,2027-11-23,5,3244533.75,USD,30,active,False,30,False
CON-070353,ACC-10126,MSA-10126-1,2025-07-27,2028-07-27,3,4206132.46,USD,30,active,False,90,False
CON-070354,ACC-10127,MSA-10127-5,2025-12-10,2027-12-10,2,20092339.28,USD,60,active,False,90,False
CON-070355,ACC-10127,MSA-10127-9,2023-11-13,2026-11-13,3,8494716.86,USD,60,active,False,30,False
CON-070356,ACC-10127,MSA-10127-4,2022-12-04,2024-12-04,2,2087379.73,USD,30,expired,False,30,False
CON-070357,ACC-10128,MSA-10128-4,2022-05-28,2025-05-28,3,1662256.06,USD,45,expired,True,90,False
CON-070358,ACC-10129,MSA-10129-4,2024-09-06,2027-09-06,3,1994288.56,EUR,30,active,False,60,False
CON-070359,ACC-10129,MSA-10129-9,2022-07-14,2027-07-14,5,7007799.08,EUR,45,active,True,60,True
CON-070360,ACC-10129,MSA-10129-8,2024-07-14,2026-07-14,2,2431262.75,EUR,30,active,True,30,True
CON-070361,ACC-10129,MSA-10129-8,2024-06-29,2027-06-28,3,4950046.5,EUR,30,active,True,90,False
CON-070362,ACC-10130,MSA-10130-8,2024-05-14,2027-05-14,3,945600.0,USD,30,active,False,60,False
CON-070363,ACC-10130,MSA-10130-8,2025-01-23,2030-01-23,5,9378819.11,USD,30,active,False,60,False
CON-070364,ACC-10130,MSA-10130-9,2023-01-22,2028-01-22,5,36208359.98,USD,90,active,False,90,False
CON-070365,ACC-10131,MSA-10131-6,2024-12-03,2029-12-03,5,1649642.86,USD,30,active,False,30,True
CON-070366,ACC-10132,MSA-10132-3,2024-03-01,2027-03-01,3,2873337.6,USD,60,active,False,60,False
CON-070367,ACC-10132,MSA-10132-9,2025-11-10,2030-11-10,5,5505952.22,USD,45,active,False,90,True
CON-070368,ACC-10133,MSA-10133-7,2024-05-11,2027-05-11,3,747782.15,USD,30,active,True,90,False
CON-070369,ACC-10133,MSA-10133-3,2025-09-14,2030-09-14,5,12557266.78,USD,60,active,False,120,False
CON-070370,ACC-10134,MSA-10134-3,2023-05-05,2025-05-05,2,21277186.66,USD,45,expired,False,30,False
CON-070371,ACC-10134,MSA-10134-7,2025-05-15,2028-05-15,3,2680192.11,USD,30,active,True,90,False
CON-070372,ACC-10134,MSA-10134-2,2023-04-14,2026-04-14,3,1942748.55,USD,60,expired,False,90,True
CON-070373,ACC-10135,MSA-10135-1,2024-08-21,2027-08-21,3,973482.86,GBP,60,active,True,60,False
CON-070374,ACC-10136,MSA-10136-7,2025-06-01,2026-06-01,1,603740.46,USD,30,active,False,60,False
CON-070375,ACC-10137,MSA-10137-4,2022-12-08,2023-12-08,1,5266173.48,USD,30,expired,True,60,False
CON-070376,ACC-10137,MSA-10137-2,2024-05-01,2025-05-01,1,4267221.42,USD,30,expired,False,120,False
CON-070377,ACC-10137,MSA-10137-9,2023-12-28,2028-12-28,5,11455759.18,USD,30,active,False,30,False
CON-070378,ACC-10137,MSA-10137-8,2025-03-05,2027-03-05,2,1881545.78,USD,60,active,False,60,False
CON-070379,ACC-10138,MSA-10138-3,2022-12-06,2024-12-06,2,6040105.55,USD,30,expired,False,120,False
CON-070380,ACC-10138,MSA-10138-5,2025-11-29,2028-11-28,3,5291728.37,USD,30,active,True,90,False
CON-070381,ACC-10139,MSA-10139-1,2025-05-09,2028-05-09,3,525691.79,USD,30,active,True,90,False
CON-070382,ACC-10140,MSA-10140-4,2022-03-21,2025-03-21,3,1093411.73,JPY,30,expired,False,30,False
CON-070383,ACC-10140,MSA-10140-7,2023-09-26,2025-09-26,2,6244373.06,JPY,45,terminated,False,30,False
CON-070384,ACC-10141,MSA-10141-9,2023-11-01,2025-11-01,2,1917438.58,USD,30,expired,True,60,False
CON-070385,ACC-10141,MSA-10141-4,2022-10-30,2023-10-28,1,1542796.43,USD,90,expired,False,90,False
CON-070386,ACC-10142,MSA-10142-6,2023-09-07,2024-09-07,1,1001212.05,USD,45,expired,False,90,False
CON-070387,ACC-10143,MSA-10143-5,2022-09-23,2024-09-23,2,1323228.14,USD,30,expired,False,90,False
CON-070388,ACC-10143,MSA-10143-7,2022-08-21,2025-08-21,3,4052553.68,USD,30,expired,False,60,False
CON-070389,ACC-10143,MSA-10143-7,2024-06-04,2027-06-04,3,5581162.53,USD,30,active,True,60,False
CON-070390,ACC-10144,MSA-10144-9,2022-03-27,2023-03-27,1,2852892.08,GBP,45,expired,False,30,True
CON-070391,ACC-10144,MSA-10144-7,2023-11-29,2026-11-28,3,1365990.38,GBP,60,active,False,60,True
CON-070392,ACC-10144,MSA-10144-9,2023-07-29,2028-07-28,5,4562936.39,GBP,45,active,False,60,True
CON-070393,ACC-10145,MSA-10145-1,2025-01-29,2027-01-28,2,2151717.16,USD,30,active,True,90,False
CON-070394,ACC-10146,MSA-10146-3,2025-10-29,2028-10-28,3,4534881.51,USD,45,active,False,120,False
CON-070395,ACC-10147,MSA-10147-4,2023-05-25,2026-05-25,3,1474821.43,USD,45,active,True,90,False
CON-070396,ACC-10148,MSA-10148-5,2022-09-10,2025-09-10,3,17052663.72,USD,60,expired,True,60,False
CON-070397,ACC-10148,MSA-10148-8,2022-08-15,2025-08-15,3,5803944.99,USD,30,terminated,True,60,False
CON-070398,ACC-10149,MSA-10149-5,2022-10-24,2027-10-24,5,874591.4,JPY,30,active,False,120,False
CON-070399,ACC-10149,MSA-10149-6,2025-09-30,2026-09-28,1,3030361.21,JPY,30,active,True,60,False
CON-070400,ACC-10149,MSA-10149-6,2023-11-20,2026-11-20,3,2744999.56,JPY,45,active,True,120,False
CON-070401,ACC-10149,MSA-10149-5,2023-06-10,2025-06-10,2,3786642.83,JPY,30,expired,False,30,False
CON-070402,ACC-10150,MSA-10150-3,2025-11-12,2027-11-12,2,489473.12,USD,45,active,True,30,True
CON-070403,ACC-10151,MSA-10151-8,2025-03-16,2026-03-16,1,1581032.44,USD,45,terminated,True,60,False
CON-070404,ACC-10151,MSA-10151-3,2024-07-09,2025-07-09,1,2218477.69,USD,45,expired,True,30,False
CON-070405,ACC-10152,MSA-10152-5,2024-06-09,2027-06-09,3,2006611.44,USD,30,active,False,30,False
CON-070406,ACC-10153,MSA-10153-9,2022-02-11,2023-02-11,1,862220.31,USD,30,terminated,False,90,False
CON-070407,ACC-10153,MSA-10153-4,2022-09-16,2023-09-16,1,910272.52,USD,60,expired,False,30,False
CON-070408,ACC-10153,MSA-10153-1,2022-07-03,2024-07-03,2,22691578.18,USD,30,expired,False,90,False
CON-070409,ACC-10153,MSA-10153-1,2023-12-25,2028-12-25,5,9090214.39,USD,30,active,True,60,False
CON-070410,ACC-10154,MSA-10154-6,2025-05-12,2026-05-12,1,736382.21,USD,30,expired,False,90,True
CON-070411,ACC-10154,MSA-10154-5,2022-02-04,2025-02-04,3,2556965.48,USD,60,expired,True,90,False
CON-070412,ACC-10155,MSA-10155-1,2024-05-09,2027-05-09,3,1205115.71,USD,30,active,True,120,False
CON-070413,ACC-10156,MSA-10156-5,2024-01-26,2026-01-26,2,6130747.75,USD,30,expired,True,30,False
CON-070414,ACC-10157,MSA-10157-5,2025-11-28,2027-11-28,2,1581226.7,USD,30,active,False,30,False
CON-070415,ACC-10157,MSA-10157-2,2025-12-22,2027-12-22,2,1111227.33,USD,90,active,False,90,False
CON-070416,ACC-10158,MSA-10158-2,2022-10-03,2025-10-03,3,2748403.9,USD,45,terminated,True,120,False
CON-070417,ACC-10159,MSA-10159-8,2024-02-12,2029-02-12,5,6486430.19,USD,30,active,True,60,True
CON-070418,ACC-10160,MSA-10160-1,2022-07-08,2025-07-08,3,1556800.13,USD,30,expired,False,90,False
CON-070419,ACC-10160,MSA-10160-4,2023-01-31,2026-01-28,3,3342301.11,USD,90,terminated,True,60,False
CON-070420,ACC-10160,MSA-10160-9,2022-12-26,2025-12-26,3,1515586.38,USD,30,expired,True,90,False
CON-070421,ACC-10161,MSA-10161-5,2023-12-03,2024-12-03,1,1382033.02,USD,60,expired,True,90,False
CON-070422,ACC-10161,MSA-10161-7,2023-01-08,2025-01-08,2,1477693.0,USD,60,expired,False,30,False
CON-070423,ACC-10162,MSA-10162-7,2025-08-07,2027-08-07,2,1493543.83,USD,30,active,False,90,False
CON-070424,ACC-10162,MSA-10162-2,2022-03-04,2023-03-04,1,3047273.23,USD,30,expired,False,60,False
CON-070425,ACC-10163,MSA-10163-5,2023-12-07,2025-12-07,2,189172.0,USD,90,expired,True,90,True
CON-070426,ACC-10163,MSA-10163-6,2022-11-02,2027-11-02,5,3870109.28,USD,45,active,False,90,True
CON-070427,ACC-10164,MSA-10164-7,2022-05-16,2027-05-16,5,965431.97,USD,30,active,True,90,False
CON-070428,ACC-10165,MSA-10165-6,2024-04-05,2029-04-05,5,20445070.0,USD,45,active,True,60,False
CON-070429,ACC-10165,MSA-10165-8,2022-12-17,2023-12-17,1,682133.16,USD,30,terminated,True,90,False
CON-070430,ACC-10166,MSA-10166-1,2023-01-25,2025-01-25,2,2300487.0,USD,60,terminated,True,60,True
CON-070431,ACC-10166,MSA-10166-8,2023-02-24,2028-02-24,5,890514.28,USD,30,active,False,60,False
CON-070432,ACC-10167,MSA-10167-9,2023-01-09,2025-01-09,2,4439917.2,USD,30,expired,True,60,False
CON-070433,ACC-10167,MSA-10167-3,2022-08-24,2025-08-24,3,12413530.77,USD,45,expired,True,60,False
CON-070434,ACC-10167,MSA-10167-9,2025-07-12,2030-07-12,5,5113531.88,USD,30,active,False,90,False
CON-070435,ACC-10167,MSA-10167-5,2025-10-28,2027-10-28,2,4146329.67,USD,45,active,False,90,False
CON-070436,ACC-10168,MSA-10168-7,2025-06-02,2028-06-02,3,12302191.14,USD,30,active,True,90,False
CON-070437,ACC-10168,MSA-10168-5,2022-11-12,2023-11-12,1,917819.01,USD,45,expired,False,120,False
CON-070438,ACC-10169,MSA-10169-2,2024-03-10,2027-03-10,3,9616157.23,USD,30,active,True,90,True
CON-070439,ACC-10169,MSA-10169-4,2022-12-03,2023-12-03,1,867975.39,USD,45,terminated,True,90,True
CON-070440,ACC-10170,MSA-10170-1,2022-09-03,2025-09-03,3,13788898.81,USD,30,expired,True,60,False
CON-070441,ACC-10170,MSA-10170-3,2025-06-25,2027-06-25,2,2553064.73,USD,45,active,True,60,False
CON-070442,ACC-10170,MSA-10170-2,2024-11-19,2025-11-19,1,6669402.12,USD,30,expired,False,90,False
CON-070443,ACC-10171,MSA-10171-6,2022-02-22,2023-02-22,1,2324924.5,USD,30,expired,True,30,False
CON-070444,ACC-10171,MSA-10171-2,2022-03-11,2025-03-11,3,8316894.38,USD,45,expired,True,120,False
CON-070445,ACC-10171,MSA-10171-6,2022-12-21,2025-12-21,3,10423563.51,USD,30,expired,False,30,False
CON-070446,ACC-10172,MSA-10172-2,2024-02-16,2029-02-16,5,1277884.51,USD,60,active,False,30,False
CON-070447,ACC-10172,MSA-10172-4,2022-12-26,2027-12-26,5,26257469.28,USD,30,active,False,90,False
CON-070448,ACC-10173,MSA-10173-7,2024-05-24,2025-05-24,1,9899091.49,USD,30,terminated,True,60,False
CON-070449,ACC-10173,MSA-10173-7,2022-02-10,2023-02-10,1,6907090.08,USD,30,expired,False,60,False
CON-070450,ACC-10174,MSA-10174-4,2022-12-21,2025-12-21,3,633190.88,USD,90,terminated,False,90,False
CON-070451,ACC-10175,MSA-10175-3,2024-01-02,2027-01-02,3,4608008.5,USD,30,active,False,60,False
CON-070452,ACC-10175,MSA-10175-4,2025-03-14,2026-03-14,1,1707421.17,USD,45,expired,False,90,False
CON-070453,ACC-10176,MSA-10176-8,2024-08-20,2027-08-20,3,8227683.75,USD,30,active,True,60,False
CON-070454,ACC-10176,MSA-10176-9,2025-09-14,2026-09-14,1,434194.65,USD,90,active,False,120,False
CON-070455,ACC-10176,MSA-10176-5,2023-05-25,2024-05-25,1,1016863.06,USD,30,expired,True,90,False
CON-070456,ACC-10176,MSA-10176-9,2025-02-17,2027-02-17,2,3181312.48,USD,45,active,True,90,False
CON-070457,ACC-10177,MSA-10177-1,2022-09-24,2025-09-24,3,1899351.75,USD,45,terminated,True,90,False
CON-070458,ACC-10177,MSA-10177-7,2022-09-24,2025-09-24,3,1729069.66,USD,45,expired,False,60,False
CON-070459,ACC-10178,MSA-10178-6,2023-09-24,2024-09-24,1,616898.77,USD,60,expired,True,90,False
CON-070460,ACC-10178,MSA-10178-8,2022-10-31,2023-10-28,1,851221.63,USD,30,expired,True,90,False
CON-070461,ACC-10179,MSA-10179-7,2023-11-15,2026-11-15,3,3271117.44,USD,90,active,True,90,False
CON-070462,ACC-10180,MSA-10180-9,2023-11-08,2026-11-08,3,773259.75,USD,45,active,True,90,False
CON-070463,ACC-10181,MSA-10181-4,2025-12-04,2028-12-04,3,33529409.57,USD,30,active,True,30,False
CON-070464,ACC-10181,MSA-10181-1,2022-12-23,2023-12-23,1,1850819.13,USD,45,expired,False,90,False
CON-070465,ACC-10181,MSA-10181-1,2025-09-14,2026-09-14,1,1877775.92,USD,45,active,True,90,False
CON-070466,ACC-10181,MSA-10181-2,2022-05-07,2025-05-07,3,1005032.13,USD,45,expired,False,90,False
CON-070467,ACC-10182,MSA-10182-9,2022-11-20,2025-11-20,3,3439722.88,USD,30,expired,False,120,True
CON-070468,ACC-10182,MSA-10182-3,2023-11-14,2026-11-14,3,2075557.48,USD,60,active,False,90,False
CON-070469,ACC-10182,MSA-10182-2,2023-12-30,2025-12-28,2,884817.17,USD,30,expired,True,60,True
CON-070470,ACC-10182,MSA-10182-4,2025-06-30,2026-06-28,1,2945014.0,USD,45,active,True,60,False
CON-070471,ACC-10183,MSA-10183-2,2023-12-01,2025-12-01,2,1254487.0,EUR,30,expired,True,90,False
CON-070472,ACC-10183,MSA-10183-9,2025-08-24,2030-08-24,5,4542726.77,EUR,60,active,True,90,False
CON-070473,ACC-10184,MSA-10184-5,2025-03-19,2026-03-19,1,1607608.51,USD,30,expired,False,90,False
CON-070474,ACC-10184,MSA-10184-9,2022-07-04,2023-07-04,1,4684681.48,USD,45,expired,False,60,False
CON-070475,ACC-10184,MSA-10184-7,2023-03-01,2024-03-01,1,1601384.63,USD,90,expired,True,90,False
CON-070476,ACC-10185,MSA-10185-6,2024-06-11,2027-06-11,3,2365387.49,USD,60,active,True,30,False
CON-070477,ACC-10185,MSA-10185-3,2024-04-08,2027-04-08,3,985737.59,USD,30,active,False,60,False
CON-070478,ACC-10185,MSA-10185-1,2025-06-09,2026-06-09,1,1301960.0,USD,30,active,True,60,False
CON-070479,ACC-10186,MSA-10186-6,2025-04-20,2026-04-20,1,555870.96,USD,60,expired,False,90,False
CON-070480,ACC-10187,MSA-10187-2,2023-06-27,2026-06-27,3,3010259.08,USD,45,active,True,30,False
CON-070481,ACC-10188,MSA-10188-7,2023-05-13,2026-05-13,3,2322200.11,USD,30,expired,True,30,False
CON-070482,ACC-10188,MSA-10188-4,2024-10-31,2026-10-28,2,768784.24,USD,90,active,False,60,False
