usage_id,account_id,entitlement_id,sku,period_month,quantity_used
USE-0922162,ACC-10099,ENT-0801674,SW-ZTN-110,2024-09-01,43
USE-0922163,ACC-10099,ENT-0801674,SW-ZTN-110,2024-10-01,44
USE-0922164,ACC-10099,ENT-0801674,SW-ZTN-110,2024-11-01,45
USE-0922165,ACC-10099,ENT-0801674,SW-ZTN-110,2024-12-01,45
USE-0922166,ACC-10099,ENT-0801674,SW-ZTN-110,2025-01-01,46
USE-0922167,ACC-10099,ENT-0801674,SW-ZTN-110,2025-02-01,47
USE-0922168,ACC-10099,ENT-0801674,SW-ZTN-110,2025-03-01,48
USE-0922169,ACC-10099,ENT-0801674,SW-ZTN-110,2025-04-01,49
USE-0922170,ACC-10099,ENT-0801674,SW-ZTN-110,2025-05-01,50
USE-0922171,ACC-10099,ENT-0801674,SW-ZTN-110,2025-06-01,51
USE-0922172,ACC-10099,ENT-0801674,SW-ZTN-110,2025-07-01,51
USE-0922173,ACC-10099,ENT-0801674,SW-ZTN-110,2025-08-01,52
USE-0922174,ACC-10099,ENT-0801674,SW-ZTN-110,2025-09-01,53
USE-0922175,ACC-10099,ENT-0801674,SW-ZTN-110,2025-10-01,54
USE-0922176,ACC-10099,ENT-0801674,SW-ZTN-110,2025-11-01,55
USE-0922177,ACC-10099,ENT-0801675,SW-SDC-130,2023-11-01,184
USE-0922178,ACC-10099,ENT-0801675,SW-SDC-130,2023-12-01,183
USE-0922179,ACC-10099,ENT-0801675,SW-SDC-130,2024-01-01,182
USE-0922180,ACC-10099,ENT-0801675,SW-SDC-130,2024-02-01,181
USE-0922181,ACC-10099,ENT-0801675,SW-SDC-130,2024-03-01,181
USE-0922182,ACC-10099,ENT-0801675,SW-SDC-130,2024-04-01,180
USE-0922183,ACC-10099,ENT-0801675,SW-SDC-130,2024-05-01,179
USE-0922184,ACC-10099,ENT-0801675,SW-SDC-130,2024-06-01,178
USE-0922185,ACC-10099,ENT-0801675,SW-SDC-130,2024-07-01,178
USE-0922186,ACC-10099,ENT-0801675,SW-SDC-130,2024-08-01,177
USE-0922187,ACC-10099,ENT-0801675,SW-SDC-130,2024-09-01,176
USE-0922188,ACC-10099,ENT-0801675,SW-SDC-130,2024-10-01,175
USE-0922189,ACC-10099,ENT-0801675,SW-SDC-130,2024-11-01,175
USE-0922190,ACC-10099,ENT-0801675,SW-SDC-130,2024-12-01,174
USE-0922191,ACC-10099,ENT-0801675,SW-SDC-130,2025-01-01,173
USE-0922192,ACC-10099,ENT-0801675,SW-SDC-130,2025-02-01,172
USE-0922193,ACC-10099,ENT-0801675,SW-SDC-130,2025-03-01,172
USE-0922194,ACC-10099,ENT-0801675,SW-SDC-130,2025-04-01,171
USE-0922195,ACC-10099,ENT-0801675,SW-SDC-130,2025-05-01,170
USE-0922196,ACC-10099,ENT-0801675,SW-SDC-130,2025-06-01,169
USE-0922197,ACC-10099,ENT-0801675,SW-SDC-130,2025-07-01,169
USE-0922198,ACC-10099,ENT-0801675,SW-SDC-130,2025-08-01,168
USE-0922199,ACC-10099,ENT-0801675,SW-SDC-130,2025-09-01,167
USE-0922200,ACC-10099,ENT-0801675,SW-SDC-130,2025-10-01,166
USE-0922201,ACC-10099,ENT-0801675,SW-SDC-130,2025-11-01,166
USE-0922202,ACC-10099,ENT-0801677,SW-OBS-130,2024-08-01,35
USE-0922203,ACC-10099,ENT-0801677,SW-OBS-130,2024-09-01,36
USE-0922204,ACC-10099,ENT-0801677,SW-OBS-130,2024-10-01,36
USE-0922205,ACC-10099,ENT-0801677,SW-OBS-130,2024-11-01,37
USE-0922206,ACC-10099,ENT-0801677,SW-OBS-130,2024-12-01,38
USE-0922207,ACC-10099,ENT-0801677,SW-OBS-130,2025-01-01,38
USE-0922208,ACC-10099,ENT-0801677,SW-OBS-130,2025-02-01,39
USE-0922209,ACC-10099,ENT-0801677,SW-OBS-130,2025-03-01,40
USE-0922210,ACC-10099,ENT-0801677,SW-OBS-130,2025-04-01,40
USE-0922211,ACC-10099,ENT-0801677,SW-OBS-130,2025-05-01,41
USE-0922212,ACC-10099,ENT-0801677,SW-OBS-130,2025-06-01,42
USE-0922213,ACC-10099,ENT-0801677,SW-OBS-130,2025-07-01,42
USE-0922214,ACC-10099,ENT-0801677,SW-OBS-130,2025-08-01,43
USE-0922215,ACC-10099,ENT-0801677,SW-OBS-130,2025-09-01,44
USE-0922216,ACC-10099,ENT-0801677,SW-OBS-130,2025-10-01,44
USE-0922217,ACC-10099,ENT-0801677,SW-OBS-130,2025-11-01,45
USE-0922218,ACC-10099,ENT-0801677,SW-OBS-130,2025-12-01,46
USE-0922219,ACC-10099,ENT-0801677,SW-OBS-130,2026-01-01,46
USE-0922220,ACC-10099,ENT-0801677,SW-OBS-130,2026-02-01,47
USE-0922221,ACC-10099,ENT-0801677,SW-OBS-130,2026-03-01,48
USE-0922222,ACC-10099,ENT-0801677,SW-OBS-130,2026-04-01,49
USE-0922223,ACC-10099,ENT-0801677,SW-OBS-130,2026-05-01,49
USE-0922224,ACC-10099,ENT-0801681,SW-ZTN-140,2025-05-01,136
USE-0922225,ACC-10099,ENT-0801681,SW-ZTN-140,2025-06-01,135
USE-0922226,ACC-10099,ENT-0801681,SW-ZTN-140,2025-07-01,134
USE-0922227,ACC-10099,ENT-0801681,SW-ZTN-140,2025-08-01,132
USE-0922228,ACC-10099,ENT-0801681,SW-ZTN-140,2025-09-01,131
USE-0922229,ACC-10099,ENT-0801681,SW-ZTN-140,2025-10-01,129
USE-0922230,ACC-10099,ENT-0801681,SW-ZTN-140,2025-11-01,128
USE-0922231,ACC-10099,ENT-0801681,SW-ZTN-140,2025-12-01,127
USE-0922232,ACC-10099,ENT-0801681,SW-ZTN-140,2026-01-01,125
USE-0922233,ACC-10099,ENT-0801681,SW-ZTN-140,2026-02-01,124
USE-0922234,ACC-10099,ENT-0801681,SW-ZTN-140,2026-03-01,122
USE-0922235,ACC-10099,ENT-0801681,SW-ZTN-140,2026-04-01,121
USE-0922236,ACC-10099,ENT-0801681,SW-ZTN-140,2026-05-01,120
USE-0922237,ACC-10099,ENT-0801682,SW-OBS-130,2024-08-01,156
USE-0922238,ACC-10099,ENT-0801682,SW-OBS-130,2024-09-01,158
USE-0922239,ACC-10099,ENT-0801682,SW-OBS-130,2024-10-01,161
USE-0922240,ACC-10099,ENT-0801682,SW-OBS-130,2024-11-01,164
USE-0922241,ACC-10099,ENT-0801682,SW-OBS-130,2024-12-01,166
USE-0922242,ACC-10099,ENT-0801682,SW-OBS-130,2025-01-01,169
USE-0922243,ACC-10099,ENT-0801682,SW-OBS-130,2025-02-01,172
USE-0922244,ACC-10099,ENT-0801682,SW-OBS-130,2025-03-01,175
USE-0922245,ACC-10099,ENT-0801682,SW-OBS-130,2025-04-01,177
USE-0922246,ACC-10099,ENT-0801682,SW-OBS-130,2025-05-01,180
USE-0922247,ACC-10099,ENT-0801682,SW-OBS-130,2025-06-01,183
USE-0922248,ACC-10099,ENT-0801682,SW-OBS-130,2025-07-01,185
USE-0922249,ACC-10099,ENT-0801682,SW-OBS-130,2025-08-01,188
USE-0922250,ACC-10099,ENT-0801682,SW-OBS-130,2025-09-01,191
USE-0922251,ACC-10099,ENT-0801682,SW-OBS-130,2025-10-01,193
USE-0922252,ACC-10099,ENT-0801682,SW-OBS-130,2025-11-01,196
USE-0922253,ACC-10099,ENT-0801682,SW-OBS-130,2025-12-01,199
USE-0922254,ACC-10099,ENT-0801682,SW-OBS-130,2026-01-01,201
USE-0922255,ACC-10099,ENT-0801682,SW-OBS-130,2026-02-01,204
USE-0922256,ACC-10099,ENT-0801682,SW-OBS-130,2026-03-01,207
USE-0922257,ACC-10099,ENT-0801682,SW-OBS-130,2026-04-01,209
USE-0922258,ACC-10099,ENT-0801682,SW-OBS-130,2026-05-01,212
USE-0922259,ACC-10100,ENT-0801685,SW-NOC-120,2025-08-01,87
USE-0922260,ACC-10100,ENT-0801685,SW-NOC-120,2025-09-01,88
USE-0922261,ACC-10100,ENT-0801685,SW-NOC-120,2025-10-01,88
USE-0922262,ACC-10100,ENT-0801685,SW-NOC-120,2025-11-01,89
USE-0922263,ACC-10100,ENT-0801685,SW-NOC-120,2025-12-01,89
USE-0922264,ACC-10100,ENT-0801685,SW-NOC-120,2026-01-01,90
USE-0922265,ACC-10100,ENT-0801685,SW-NOC-120,2026-02-01,90
USE-0922266,ACC-10100,ENT-0801685,SW-NOC-120,2026-03-01,91
USE-0922267,ACC-10100,ENT-0801685,SW-NOC-120,2026-04-01,91
USE-0922268,ACC-10100,ENT-0801685,SW-NOC-120,2026-05-01,91
USE-0922269,ACC-10100,ENT-0801686,SW-SEC-140,2025-08-01,450
USE-0922270,ACC-10100,ENT-0801686,SW-SEC-140,2025-09-01,459
USE-0922271,ACC-10100,ENT-0801686,SW-SEC-140,2025-10-01,468
USE-0922272,ACC-10100,ENT-0801686,SW-SEC-140,2025-11-01,477
USE-0922273,ACC-10100,ENT-0801686,SW-SEC-140,2025-12-01,486
USE-0922274,ACC-10100,ENT-0801686,SW-SEC-140,2026-01-01,495
USE-0922275,ACC-10100,ENT-0801686,SW-SEC-140,2026-02-01,504
USE-0922276,ACC-10100,ENT-0801686,SW-SEC-140,2026-03-01,513
USE-0922277,ACC-10100,ENT-0801686,SW-SEC-140,2026-04-01,522
USE-0922278,ACC-10100,ENT-0801686,SW-SEC-140,2026-05-01,531
USE-0922279,ACC-10100,ENT-0801688,SW-SDC-130,2025-08-01,341
USE-0922280,ACC-10100,ENT-0801688,SW-SDC-130,2025-09-01,341
USE-0922281,ACC-10100,ENT-0801688,SW-SDC-130,2025-10-01,340
USE-0922282,ACC-10100,ENT-0801688,SW-SDC-130,2025-11-01,339
USE-0922283,ACC-10100,ENT-0801688,SW-SDC-130,2025-12-01,339
USE-0922284,ACC-10100,ENT-0801688,SW-SDC-130,2026-01-01,338
USE-0922285,ACC-10100,ENT-0801688,SW-SDC-130,2026-02-01,337
USE-0922286,ACC-10100,ENT-0801688,SW-SDC-130,2026-03-01,336
USE-0922287,ACC-10100,ENT-0801688,SW-SDC-130,2026-04-01,336
USE-0922288,ACC-10100,ENT-0801688,SW-SDC-130,2026-05-01,335
USE-0922289,ACC-10100,ENT-0801691,SW-ZTN-140,2025-04-01,226
USE-0922290,ACC-10100,ENT-0801691,SW-ZTN-140,2025-05-01,224
USE-0922291,ACC-10100,ENT-0801691,SW-ZTN-140,2025-06-01,221
USE-0922292,ACC-10100,ENT-0801691,SW-ZTN-140,2025-07-01,219
USE-0922293,ACC-10100,ENT-0801691,SW-ZTN-140,2025-08-01,216
USE-0922294,ACC-10100,ENT-0801691,SW-ZTN-140,2025-09-01,213
USE-0922295,ACC-10100,ENT-0801691,SW-ZTN-140,2025-10-01,211
USE-0922296,ACC-10100,ENT-0801691,SW-ZTN-140,2025-11-01,208
USE-0922297,ACC-10100,ENT-0801691,SW-ZTN-140,2025-12-01,206
USE-0922298,ACC-10100,ENT-0801691,SW-ZTN-140,2026-01-01,203
USE-0922299,ACC-10100,ENT-0801691,SW-ZTN-140,2026-02-01,201
USE-0922300,ACC-10100,ENT-0801691,SW-ZTN-140,2026-03-01,198
USE-0922301,ACC-10100,ENT-0801691,SW-ZTN-140,2026-04-01,196
USE-0922302,ACC-10100,ENT-0801691,SW-ZTN-140,2026-05-01,193
USE-0922303,ACC-10100,ENT-0801694,SW-SDC-120,2024-01-01,422
USE-0922304,ACC-10100,ENT-0801694,SW-SDC-120,2024-02-01,426
USE-0922305,ACC-10100,ENT-0801694,SW-SDC-120,2024-03-01,431
USE-0922306,ACC-10100,ENT-0801694,SW-SDC-120,2024-04-01,436
USE-0922307,ACC-10100,ENT-0801694,SW-SDC-120,2024-05-01,440
USE-0922308,ACC-10100,ENT-0801694,SW-SDC-120,2024-06-01,445
USE-0922309,ACC-10100,ENT-0801694,SW-SDC-120,2024-07-01,450
USE-0922310,ACC-10100,ENT-0801694,SW-SDC-120,2024-08-01,454
USE-0922311,ACC-10100,ENT-0801694,SW-SDC-120,2024-09-01,459
USE-0922312,ACC-10100,ENT-0801694,SW-SDC-120,2024-10-01,464
USE-0922313,ACC-10100,ENT-0801694,SW-SDC-120,2024-11-01,468
USE-0922314,ACC-10100,ENT-0801694,SW-SDC-120,2024-12-01,473
USE-0922315,ACC-10100,ENT-0801694,SW-SDC-120,2025-01-01,478
USE-0922316,ACC-10100,ENT-0801694,SW-SDC-120,2025-02-01,483
USE-0922317,ACC-10100,ENT-0801694,SW-SDC-120,2025-03-01,487
USE-0922318,ACC-10100,ENT-0801694,SW-SDC-120,2025-04-01,492
USE-0922319,ACC-10100,ENT-0801694,SW-SDC-120,2025-05-01,497
USE-0922320,ACC-10100,ENT-0801694,SW-SDC-120,2025-06-01,501
USE-0922321,ACC-10100,ENT-0801694,SW-SDC-120,2025-07-01,506
USE-0922322,ACC-10100,ENT-0801694,SW-SDC-120,2025-08-01,511
USE-0922323,ACC-10100,ENT-0801694,SW-SDC-120,2025-09-01,515
USE-0922324,ACC-10100,ENT-0801694,SW-SDC-120,2025-10-01,520
USE-0922325,ACC-10100,ENT-0801694,SW-SDC-120,2025-11-01,525
USE-0922326,ACC-10100,ENT-0801694,SW-SDC-120,2025-12-01,529
USE-0922327,ACC-10100,ENT-0801694,SW-SDC-120,2026-01-01,534
USE-0922328,ACC-10100,ENT-0801694,SW-SDC-120,2026-02-01,539
USE-0922329,ACC-10100,ENT-0801694,SW-SDC-120,2026-03-01,543
USE-0922330,ACC-10100,ENT-0801694,SW-SDC-120,2026-04-01,548
USE-0922331,ACC-10100,ENT-0801694,SW-SDC-120,2026-05-01,553
USE-0922332,ACC-10100,ENT-0801696,SW-OBS-120,2024-01-01,239
USE-0922333,ACC-10100,ENT-0801696,SW-OBS-120,2024-02-01,239
USE-0922334,ACC-10100,ENT-0801696,SW-OBS-120,2024-03-01,239
USE-0922335,ACC-10100,ENT-0801696,SW-OBS-120,2024-04-01,239
USE-0922336,ACC-10100,ENT-0801696,SW-OBS-120,2024-05-01,238
USE-0922337,ACC-10100,ENT-0801696,SW-OBS-120,2024-06-01,238
USE-0922338,ACC-10100,ENT-0801696,SW-OBS-120,2024-07-01,238
USE-0922339,ACC-10100,ENT-0801696,SW-OBS-120,2024-08-01,238
USE-0922340,ACC-10100,ENT-0801696,SW-OBS-120,2024-09-01,238
USE-0922341,ACC-10100,ENT-0801696,SW-OBS-120,2024-10-01,237
USE-0922342,ACC-10100,ENT-0801696,SW-OBS-120,2024-11-01,237
USE-0922343,ACC-10100,ENT-0801696,SW-OBS-120,2024-12-01,237
USE-0922344,ACC-10100,ENT-0801696,SW-OBS-120,2025-01-01,237
USE-0922345,ACC-10100,ENT-0801696,SW-OBS-120,2025-02-01,237
USE-0922346,ACC-10100,ENT-0801696,SW-OBS-120,2025-03-01,237
USE-0922347,ACC-10100,ENT-0801696,SW-OBS-120,2025-04-01,236
USE-0922348,ACC-10100,ENT-0801696,SW-OBS-120,2025-05-01,236
USE-0922349,ACC-10100,ENT-0801696,SW-OBS-120,2025-06-01,236
USE-0922350,ACC-10100,ENT-0801696,SW-OBS-120,2025-07-01,236
USE-0922351,ACC-10100,ENT-0801696,SW-OBS-120,2025-08-01,236
USE-0922352,ACC-10100,ENT-0801696,SW-OBS-120,2025-09-01,235
USE-0922353,ACC-10100,ENT-0801696,SW-OBS-120,2025-10-01,235
USE-0922354,ACC-10100,ENT-0801696,SW-OBS-120,2025-11-01,235
USE-0922355,ACC-10100,ENT-0801696,SW-OBS-120,2025-12-01,235
USE-0922356,ACC-10100,ENT-0801696,SW-OBS-120,2026-01-01,235
USE-0922357,ACC-10100,ENT-0801696,SW-OBS-120,2026-02-01,234
USE-0922358,ACC-10100,ENT-0801696,SW-OBS-120,2026-03-01,234
USE-0922359,ACC-10100,ENT-0801696,SW-OBS-120,2026-04-01,234
USE-0922360,ACC-10100,ENT-0801696,SW-OBS-120,2026-05-01,234
USE-0922361,ACC-10100,ENT-0801697,SW-NOC-130,2024-01-01,684
USE-0922362,ACC-10100,ENT-0801697,SW-NOC-130,2024-02-01,689
USE-0922363,ACC-10100,ENT-0801697,SW-NOC-130,2024-03-01,694
USE-0922364,ACC-10100,ENT-0801697,SW-NOC-130,2024-04-01,699
USE-0922365,ACC-10100,ENT-0801697,SW-NOC-130,2024-05-01,704
USE-0922366,ACC-10100,ENT-0801697,SW-NOC-130,2024-06-01,709
USE-0922367,ACC-10100,ENT-0801697,SW-NOC-130,2024-07-01,714
USE-0922368,ACC-10100,ENT-0801697,SW-NOC-130,2024-08-01,720
USE-0922369,ACC-10100,ENT-0801697,SW-NOC-130,2024-09-01,725
USE-0922370,ACC-10100,ENT-0801697,SW-NOC-130,2024-10-01,730
USE-0922371,ACC-10100,ENT-0801697,SW-NOC-130,2024-11-01,735
USE-0922372,ACC-10100,ENT-0801697,SW-NOC-130,2024-12-01,740
USE-0922373,ACC-10100,ENT-0801697,SW-NOC-130,2025-01-01,745
USE-0922374,ACC-10100,ENT-0801697,SW-NOC-130,2025-02-01,750
USE-0922375,ACC-10100,ENT-0801697,SW-NOC-130,2025-03-01,755
USE-0922376,ACC-10100,ENT-0801697,SW-NOC-130,2025-04-01,760
USE-0922377,ACC-10100,ENT-0801697,SW-NOC-130,2025-05-01,765
USE-0922378,ACC-10100,ENT-0801697,SW-NOC-130,2025-06-01,771
USE-0922379,ACC-10100,ENT-0801697,SW-NOC-130,2025-07-01,776
USE-0922380,ACC-10100,ENT-0801697,SW-NOC-130,2025-08-01,781
USE-0922381,ACC-10100,ENT-0801697,SW-NOC-130,2025-09-01,786
USE-0922382,ACC-10100,ENT-0801697,SW-NOC-130,2025-10-01,791
USE-0922383,ACC-10100,ENT-0801697,SW-NOC-130,2025-11-01,796
USE-0922384,ACC-10100,ENT-0801697,SW-NOC-130,2025-12-01,801
USE-0922385,ACC-10100,ENT-0801697,SW-NOC-130,2026-01-01,806
USE-0922386,ACC-10100,ENT-0801697,SW-NOC-130,2026-02-01,811
USE-0922387,ACC-10100,ENT-0801697,SW-NOC-130,2026-03-01,816
USE-0922388,ACC-10100,ENT-0801697,SW-NOC-130,2026-04-01,822
USE-0922389,ACC-10100,ENT-0801697,SW-NOC-130,2026-05-01,827
USE-0922390,ACC-10100,ENT-0801698,SW-NOC-110,2024-01-01,255
USE-0922391,ACC-10100,ENT-0801698,SW-NOC-110,2024-02-01,253
USE-0922392,ACC-10100,ENT-0801698,SW-NOC-110,2024-03-01,251
USE-0922393,ACC-10100,ENT-0801698,SW-NOC-110,2024-04-01,249
USE-0922394,ACC-10100,ENT-0801698,SW-NOC-110,2024-05-01,247
USE-0922395,ACC-10100,ENT-0801698,SW-NOC-110,2024-06-01,245
USE-0922396,ACC-10100,ENT-0801698,SW-NOC-110,2024-07-01,243
USE-0922397,ACC-10100,ENT-0801698,SW-NOC-110,2024-08-01,241
USE-0922398,ACC-10100,ENT-0801698,SW-NOC-110,2024-09-01,239
USE-0922399,ACC-10100,ENT-0801698,SW-NOC-110,2024-10-01,237
USE-0922400,ACC-10100,ENT-0801698,SW-NOC-110,2024-11-01,235
USE-0922401,ACC-10100,ENT-0801698,SW-NOC-110,2024-12-01,233
USE-0922402,ACC-10100,ENT-0801698,SW-NOC-110,2025-01-01,231
USE-0922403,ACC-10100,ENT-0801698,SW-NOC-110,2025-02-01,229
USE-0922404,ACC-10100,ENT-0801698,SW-NOC-110,2025-03-01,227
USE-0922405,ACC-10100,ENT-0801698,SW-NOC-110,2025-04-01,226
USE-0922406,ACC-10100,ENT-0801698,SW-NOC-110,2025-05-01,224
USE-0922407,ACC-10100,ENT-0801698,SW-NOC-110,2025-06-01,222
USE-0922408,ACC-10100,ENT-0801698,SW-NOC-110,2025-07-01,220
USE-0922409,ACC-10100,ENT-0801698,SW-NOC-110,2025-08-01,218
USE-0922410,ACC-10100,ENT-0801698,SW-NOC-110,2025-09-01,216
USE-0922411,ACC-10100,ENT-0801698,SW-NOC-110,2025-10-01,214
USE-0922412,ACC-10100,ENT-0801698,SW-NOC-110,2025-11-01,212
USE-0922413,ACC-10100,ENT-0801698,SW-NOC-110,2025-12-01,210
USE-0922414,ACC-10100,ENT-0801698,SW-NOC-110,2026-01-01,208
USE-0922415,ACC-10100,ENT-0801698,SW-NOC-110,2026-02-01,206
USE-0922416,ACC-10100,ENT-0801698,SW-NOC-110,2026-03-01,204
USE-0922417,ACC-10100,ENT-0801698,SW-NOC-110,2026-04-01,202
USE-0922418,ACC-10100,ENT-0801698,SW-NOC-110,2026-05-01,200
USE-0922419,ACC-10100,ENT-0801699,SW-OBS-130,2024-01-01,68
USE-0922420,ACC-10100,ENT-0801699,SW-OBS-130,2024-02-01,68
USE-0922421,ACC-10100,ENT-0801699,SW-OBS-130,2024-03-01,68
USE-0922422,ACC-10100,ENT-0801699,SW-OBS-130,2024-04-01,68
USE-0922423,ACC-10100,ENT-0801699,SW-OBS-130,2024-05-01,68
USE-0922424,ACC-10100,ENT-0801699,SW-OBS-130,2024-06-01,68
USE-0922425,ACC-10100,ENT-0801699,SW-OBS-130,2024-07-01,68
USE-0922426,ACC-10100,ENT-0801699,SW-OBS-130,2024-08-01,68
USE-0922427,ACC-10100,ENT-0801699,SW-OBS-130,2024-09-01,68
USE-0922428,ACC-10100,ENT-0801699,SW-OBS-130,2024-10-01,68
USE-0922429,ACC-10100,ENT-0801699,SW-OBS-130,2024-11-01,68
USE-0922430,ACC-10100,ENT-0801699,SW-OBS-130,2024-12-01,68
USE-0922431,ACC-10100,ENT-0801699,SW-OBS-130,2025-01-01,68
USE-0922432,ACC-10100,ENT-0801699,SW-OBS-130,2025-02-01,68
USE-0922433,ACC-10100,ENT-0801699,SW-OBS-130,2025-03-01,68
USE-0922434,ACC-10100,ENT-0801699,SW-OBS-130,2025-04-01,68
USE-0922435,ACC-10100,ENT-0801699,SW-OBS-130,2025-05-01,68
USE-0922436,ACC-10100,ENT-0801699,SW-OBS-130,2025-06-01,68
USE-0922437,ACC-10100,ENT-0801699,SW-OBS-130,2025-07-01,68
USE-0922438,ACC-10100,ENT-0801699,SW-OBS-130,2025-08-01,68
USE-0922439,ACC-10100,ENT-0801699,SW-OBS-130,2025-09-01,68
USE-0922440,ACC-10100,ENT-0801699,SW-OBS-130,2025-10-01,68
USE-0922441,ACC-10100,ENT-0801699,SW-OBS-130,2025-11-01,68
USE-0922442,ACC-10100,ENT-0801699,SW-OBS-130,2025-12-01,68
USE-0922443,ACC-10100,ENT-0801699,SW-OBS-130,2026-01-01,68
USE-0922444,ACC-10100,ENT-0801699,SW-OBS-130,2026-02-01,68
USE-0922445,ACC-10100,ENT-0801699,SW-OBS-130,2026-03-01,68
USE-0922446,ACC-10100,ENT-0801699,SW-OBS-130,2026-04-01,68
USE-0922447,ACC-10100,ENT-0801699,SW-OBS-130,2026-05-01,68
USE-0922448,ACC-10101,ENT-0801701,SW-ZTN-110,2022-03-01,87
USE-0922449,ACC-10101,ENT-0801701,SW-ZTN-110,2022-04-01,88
USE-0922450,ACC-10101,ENT-0801701,SW-ZTN-110,2022-05-01,89
USE-0922451,ACC-10101,ENT-0801701,SW-ZTN-110,2022-06-01,89
USE-0922452,ACC-10101,ENT-0801701,SW-ZTN-110,2022-07-01,90
USE-0922453,ACC-10101,ENT-0801701,SW-ZTN-110,2022-08-01,91
USE-0922454,ACC-10101,ENT-0801701,SW-ZTN-110,2022-09-01,92
USE-0922455,ACC-10101,ENT-0801701,SW-ZTN-110,2022-10-01,92
USE-0922456,ACC-10101,ENT-0801701,SW-ZTN-110,2022-11-01,93
USE-0922457,ACC-10101,ENT-0801701,SW-ZTN-110,2022-12-01,94
USE-0922458,ACC-10101,ENT-0801701,SW-ZTN-110,2023-01-01,95
USE-0922459,ACC-10101,ENT-0801701,SW-ZTN-110,2023-02-01,95
USE-0922460,ACC-10101,ENT-0801701,SW-ZTN-110,2023-03-01,96
USE-0922461,ACC-10101,ENT-0801701,SW-ZTN-110,2023-04-01,97
USE-0922462,ACC-10101,ENT-0801701,SW-ZTN-110,2023-05-01,98
USE-0922463,ACC-10101,ENT-0801701,SW-ZTN-110,2023-06-01,98
USE-0922464,ACC-10101,ENT-0801701,SW-ZTN-110,2023-07-01,99
USE-0922465,ACC-10101,ENT-0801701,SW-ZTN-110,2023-08-01,100
USE-0922466,ACC-10101,ENT-0801701,SW-ZTN-110,2023-09-01,101
USE-0922467,ACC-10101,ENT-0801701,SW-ZTN-110,2023-10-01,101
USE-0922468,ACC-10101,ENT-0801701,SW-ZTN-110,2023-11-01,102
USE-0922469,ACC-10101,ENT-0801701,SW-ZTN-110,2023-12-01,103
USE-0922470,ACC-10101,ENT-0801701,SW-ZTN-110,2024-01-01,104
USE-0922471,ACC-10101,ENT-0801701,SW-ZTN-110,2024-02-01,104
USE-0922472,ACC-10101,ENT-0801701,SW-ZTN-110,2024-03-01,105
USE-0922473,ACC-10101,ENT-0801701,SW-ZTN-110,2024-04-01,106
USE-0922474,ACC-10101,ENT-0801701,SW-ZTN-110,2024-05-01,107
USE-0922475,ACC-10101,ENT-0801701,SW-ZTN-110,2024-06-01,108
USE-0922476,ACC-10101,ENT-0801701,SW-ZTN-110,2024-07-01,108
USE-0922477,ACC-10101,ENT-0801701,SW-ZTN-110,2024-08-01,109
USE-0922478,ACC-10101,ENT-0801701,SW-ZTN-110,2024-09-01,110
USE-0922479,ACC-10101,ENT-0801701,SW-ZTN-110,2024-10-01,111
USE-0922480,ACC-10101,ENT-0801701,SW-ZTN-110,2024-11-01,111
USE-0922481,ACC-10101,ENT-0801701,SW-ZTN-110,2024-12-01,112
USE-0922482,ACC-10101,ENT-0801701,SW-ZTN-110,2025-01-01,113
USE-0922483,ACC-10101,ENT-0801701,SW-ZTN-110,2025-02-01,114
USE-0922484,ACC-10101,ENT-0801701,SW-ZTN-110,2025-03-01,114
USE-0922485,ACC-10102,ENT-0801702,SW-SEC-130,2022-03-01,349
USE-0922486,ACC-10102,ENT-0801702,SW-SEC-130,2022-04-01,356
USE-0922487,ACC-10102,ENT-0801702,SW-SEC-130,2022-05-01,363
USE-0922488,ACC-10102,ENT-0801702,SW-SEC-130,2022-06-01,371
USE-0922489,ACC-10102,ENT-0801702,SW-SEC-130,2022-07-01,378
USE-0922490,ACC-10102,ENT-0801702,SW-SEC-130,2022-08-01,385
USE-0922491,ACC-10102,ENT-0801702,SW-SEC-130,2022-09-01,392
USE-0922492,ACC-10102,ENT-0801702,SW-SEC-130,2022-10-01,400
USE-0922493,ACC-10102,ENT-0801702,SW-SEC-130,2022-11-01,407
USE-0922494,ACC-10102,ENT-0801702,SW-SEC-130,2022-12-01,414
USE-0922495,ACC-10102,ENT-0801702,SW-SEC-130,2023-01-01,421
USE-0922496,ACC-10102,ENT-0801702,SW-SEC-130,2023-02-01,428
USE-0922497,ACC-10102,ENT-0801702,SW-SEC-130,2023-03-01,436
USE-0922498,ACC-10102,ENT-0801703,SW-NOC-110,2022-03-01,57
USE-0922499,ACC-10102,ENT-0801703,SW-NOC-110,2022-04-01,58
USE-0922500,ACC-10102,ENT-0801703,SW-NOC-110,2022-05-01,59
USE-0922501,ACC-10102,ENT-0801703,SW-NOC-110,2022-06-01,61
USE-0922502,ACC-10102,ENT-0801703,SW-NOC-110,2022-07-01,62
USE-0922503,ACC-10102,ENT-0801703,SW-NOC-110,2022-08-01,63
USE-0922504,ACC-10102,ENT-0801703,SW-NOC-110,2022-09-01,65
USE-0922505,ACC-10102,ENT-0801703,SW-NOC-110,2022-10-01,66
USE-0922506,ACC-10102,ENT-0801703,SW-NOC-110,2022-11-01,67
USE-0922507,ACC-10102,ENT-0801703,SW-NOC-110,2022-12-01,68
USE-0922508,ACC-10102,ENT-0801703,SW-NOC-110,2023-01-01,70
